season,week,game_id,game_date,home_team,away_team,home_points_for,away_points_for,point_diff,winner,home_prior_pa_avg_3,home_prior_pa_avg_5,home_prior_pf_avg_3,home_prior_pf_avg_5,home_prior_win_pct_3,home_prior_win_pct_5,away_prior_pa_avg_3,away_prior_pa_avg_5,away_prior_pf_avg_3,away_prior_pf_avg_5,away_prior_win_pct_3,away_prior_win_pct_5
2014,2,2014_02_JAX_WAS,2014-09-14,WAS,JAX,41.0,10.0,31.0,WAS,17.0,17.0,6.0,6.0,0.0,0.0,34.0,34.0,17.0,17.0,0.0,0.0
2014,2,2014_02_HOU_OAK,2014-09-14,LV,HOU,14.0,30.0,-16.0,HOU,19.0,19.0,14.0,14.0,0.0,0.0,6.0,6.0,17.0,17.0,1.0,1.0
2014,2,2014_02_KC_DEN,2014-09-14,DEN,KC,24.0,17.0,7.0,DEN,24.0,24.0,31.0,31.0,1.0,1.0,26.0,26.0,10.0,10.0,0.0,0.0
2014,2,2014_02_ATL_CIN,2014-09-14,CIN,ATL,24.0,10.0,14.0,CIN,16.0,16.0,23.0,23.0,1.0,1.0,34.0,34.0,37.0,37.0,1.0,1.0
2014,2,2014_02_CHI_SF,2014-09-14,SF,CHI,20.0,28.0,-8.0,CHI,17.0,17.0,28.0,28.0,1.0,1.0,23.0,23.0,20.0,20.0,0.0,0.0
2014,2,2014_02_ARI_NYG,2014-09-14,NYG,ARI,14.0,25.0,-11.0,ARI,35.0,35.0,14.0,14.0,0.0,0.0,17.0,17.0,18.0,18.0,1.0,1.0
2014,2,2014_02_NE_MIN,2014-09-14,MIN,NE,7.0,30.0,-23.0,NE,6.0,6.0,34.0,34.0,1.0,1.0,33.0,33.0,20.0,20.0,0.0,0.0
2014,2,2014_02_NO_CLE,2014-09-14,CLE,NO,26.0,24.0,2.0,CLE,30.0,30.0,27.0,27.0,0.0,0.0,37.0,37.0,34.0,34.0,0.0,0.0
2014,2,2014_02_NYJ_GB,2014-09-14,GB,NYJ,31.0,24.0,7.0,GB,36.0,36.0,16.0,16.0,0.0,0.0,14.0,14.0,19.0,19.0,1.0,1.0
2014,2,2014_02_STL_TB,2014-09-14,TB,LAR,17.0,19.0,-2.0,LAR,20.0,20.0,14.0,14.0,0.0,0.0,34.0,34.0,6.0,6.0,0.0,0.0
2014,2,2014_02_DAL_TEN,2014-09-14,TEN,DAL,10.0,26.0,-16.0,DAL,10.0,10.0,26.0,26.0,1.0,1.0,28.0,28.0,17.0,17.0,0.0,0.0
2014,2,2014_02_MIA_BUF,2014-09-14,BUF,MIA,29.0,10.0,19.0,BUF,20.0,20.0,23.0,23.0,1.0,1.0,20.0,20.0,33.0,33.0,1.0,1.0
2014,2,2014_02_SEA_SD,2014-09-14,LAC,SEA,30.0,21.0,9.0,LAC,18.0,18.0,17.0,17.0,0.0,0.0,16.0,16.0,36.0,36.0,1.0,1.0
2014,2,2014_02_PHI_IND,2014-09-15,IND,PHI,27.0,30.0,-3.0,PHI,31.0,31.0,24.0,24.0,0.0,0.0,17.0,17.0,34.0,34.0,1.0,1.0
2014,3,2014_03_TB_ATL,2014-09-18,ATL,TB,56.0,14.0,42.0,ATL,29.0,29.0,23.5,23.5,0.5,0.5,19.5,19.5,15.5,15.5,0.0,0.0
2014,3,2014_03_GB_DET,2014-09-21,DET,GB,19.0,7.0,12.0,DET,19.0,19.0,21.0,21.0,0.5,0.5,30.0,30.0,23.5,23.5,0.5,0.5
2014,3,2014_03_HOU_NYG,2014-09-21,NYG,HOU,30.0,17.0,13.0,NYG,30.0,30.0,14.0,14.0,0.0,0.0,10.0,10.0,23.5,23.5,1.0,1.0
2014,3,2014_03_KC_MIA,2014-09-21,MIA,KC,15.0,34.0,-19.0,KC,24.5,24.5,21.5,21.5,0.5,0.5,25.0,25.0,13.5,13.5,0.0,0.0
2014,3,2014_03_DAL_STL,2014-09-21,LAR,DAL,31.0,34.0,-3.0,DAL,25.5,25.5,12.5,12.5,0.5,0.5,19.0,19.0,21.5,21.5,0.5,0.5
2014,3,2014_03_DEN_SEA,2014-09-21,SEA,DEN,26.0,20.0,6.0,SEA,23.0,23.0,28.5,28.5,0.5,0.5,20.5,20.5,27.5,27.5,1.0,1.0
2014,3,2014_03_IND_JAX,2014-09-21,JAX,IND,17.0,44.0,-27.0,IND,37.5,37.5,13.5,13.5,0.0,0.0,30.5,30.5,25.5,25.5,0.0,0.0
2014,3,2014_03_BAL_CLE,2014-09-21,CLE,BAL,21.0,23.0,-2.0,BAL,27.0,27.0,26.5,26.5,0.5,0.5,14.5,14.5,21.0,21.0,0.5,0.5
2014,3,2014_03_OAK_NE,2014-09-21,NE,LV,16.0,9.0,7.0,NE,20.0,20.0,25.0,25.0,0.5,0.5,24.5,24.5,14.0,14.0,0.0,0.0
2014,3,2014_03_SF_ARI,2014-09-21,ARI,SF,23.0,14.0,9.0,ARI,15.5,15.5,21.5,21.5,1.0,1.0,22.5,22.5,24.0,24.0,0.5,0.5
2014,3,2014_03_TEN_CIN,2014-09-21,CIN,TEN,33.0,7.0,26.0,CIN,13.0,13.0,23.5,23.5,1.0,1.0,18.0,18.0,18.0,18.0,0.5,0.5
2014,3,2014_03_WAS_PHI,2014-09-21,PHI,WAS,37.0,34.0,3.0,PHI,22.0,22.0,32.0,32.0,1.0,1.0,13.5,13.5,23.5,23.5,0.5,0.5
2014,3,2014_03_PIT_CAR,2014-09-21,CAR,PIT,19.0,37.0,-18.0,PIT,10.5,10.5,22.0,22.0,1.0,1.0,26.5,26.5,18.0,18.0,0.5,0.5
2014,3,2014_03_MIN_NO,2014-09-21,NO,MIN,20.0,9.0,11.0,NO,31.5,31.5,29.0,29.0,0.0,0.0,18.0,18.0,20.5,20.5,0.5,0.5
2014,3,2014_03_SD_BUF,2014-09-21,BUF,LAC,10.0,22.0,-12.0,LAC,15.0,15.0,26.0,26.0,1.0,1.0,19.5,19.5,23.5,23.5,0.5,0.5
2014,3,2014_03_CHI_NYJ,2014-09-22,NYJ,CHI,19.0,27.0,-8.0,CHI,22.5,22.5,21.5,21.5,0.5,0.5,21.5,21.5,24.0,24.0,0.5,0.5
2014,4,2014_04_NYG_WAS,2014-09-25,WAS,NYG,14.0,45.0,-31.0,NYG,21.33333333333333,21.33333333333333,27.0,27.0,0.3333333333333333,0.3333333333333333,25.666666666666668,25.666666666666668,19.33333333333333,19.33333333333333,0.3333333333333333,0.3333333333333333
2014,4,2014_04_TEN_IND,2014-09-28,IND,TEN,41.0,17.0,24.0,IND,26.0,26.0,31.666666666666668,31.666666666666668,0.3333333333333333,0.3333333333333333,23.0,23.0,14.333333333333334,14.333333333333334,0.3333333333333333,0.3333333333333333
2014,4,2014_04_JAX_SD,2014-09-28,LAC,JAX,33.0,14.0,19.0,LAC,16.333333333333332,16.333333333333332,23.0,23.0,0.6666666666666666,0.6666666666666666,39.66666666666666,39.66666666666666,14.666666666666666,14.666666666666666,0.0,0.0
2014,4,2014_04_ATL_MIN,2014-09-28,MIN,ATL,41.0,28.0,13.0,MIN,18.666666666666668,18.666666666666668,16.666666666666668,16.666666666666668,0.3333333333333333,0.3333333333333333,24.0,24.0,34.333333333333336,34.333333333333336,0.6666666666666666,0.6666666666666666
2014,4,2014_04_BUF_HOU,2014-09-28,HOU,BUF,23.0,17.0,6.0,HOU,16.666666666666668,16.666666666666668,21.33333333333333,21.33333333333333,0.6666666666666666,0.6666666666666666,17.333333333333332,17.333333333333332,20.666666666666668,20.666666666666668,0.6666666666666666,0.6666666666666666
2014,4,2014_04_CAR_BAL,2014-09-28,BAL,CAR,38.0,10.0,28.0,BAL,16.666666666666668,16.666666666666668,21.666666666666668,21.666666666666668,0.6666666666666666,0.6666666666666666,19.33333333333333,19.33333333333333,21.0,21.0,0.6666666666666666,0.6666666666666666
2014,4,2014_04_MIA_OAK,2014-09-28,LV,MIA,14.0,38.0,-24.0,MIA,21.666666666666668,21.666666666666668,12.333333333333334,12.333333333333334,0.0,0.0,27.666666666666668,27.666666666666668,19.33333333333333,19.33333333333333,0.3333333333333333,0.3333333333333333
2014,4,2014_04_NO_DAL,2014-09-28,DAL,NO,38.0,17.0,21.0,DAL,23.0,23.0,25.666666666666668,25.666666666666668,0.6666666666666666,0.6666666666666666,24.0,24.0,26.0,26.0,0.3333333333333333,0.3333333333333333
2014,4,2014_04_PHI_SF,2014-09-28,SF,PHI,26.0,21.0,5.0,SF,22.666666666666668,22.666666666666668,20.666666666666668,20.666666666666668,0.3333333333333333,0.3333333333333333,26.0,26.0,33.666666666666664,33.666666666666664,1.0,1.0
2014,4,2014_04_TB_PIT,2014-09-28,PIT,TB,24.0,27.0,-3.0,TB,24.0,24.0,24.33333333333333,24.33333333333333,0.6666666666666666,0.6666666666666666,31.666666666666668,31.666666666666668,15.0,15.0,0.0,0.0
2014,4,2014_04_GB_CHI,2014-09-28,CHI,GB,17.0,38.0,-21.0,GB,20.666666666666668,20.666666666666668,25.0,25.0,0.6666666666666666,0.6666666666666666,26.33333333333333,26.33333333333333,18.0,18.0,0.3333333333333333,0.3333333333333333
2014,4,2014_04_DET_NYJ,2014-09-28,NYJ,DET,17.0,24.0,-7.0,DET,24.0,24.0,20.666666666666668,20.666666666666668,0.3333333333333333,0.3333333333333333,15.0,15.0,20.33333333333333,20.33333333333333,0.6666666666666666,0.6666666666666666
2014,4,2014_04_NE_KC,2014-09-29,KC,NE,41.0,14.0,27.0,KC,21.666666666666668,21.666666666666668,20.33333333333333,20.33333333333333,0.3333333333333333,0.3333333333333333,16.333333333333332,16.333333333333332,22.0,22.0,0.6666666666666666,0.6666666666666666
2014,5,2014_05_MIN_GB,2014-10-02,GB,MIN,42.0,10.0,32.0,GB,20.0,24.0,25.33333333333333,23.0,0.6666666666666666,0.5,26.0,21.0,19.0,22.75,0.3333333333333333,0.5
2014,5,2014_05_TB_NO,2014-10-05,NO,TB,37.0,31.0,6.0,NO,24.33333333333333,27.5,20.33333333333333,23.75,0.3333333333333333,0.25,33.0,29.75,19.33333333333333,18.0,0.3333333333333333,0.25
2014,5,2014_05_ATL_NYG,2014-10-05,NYG,ATL,30.0,20.0,10.0,NYG,18.666666666666668,22.75,29.666666666666668,25.75,0.6666666666666666,0.5,26.33333333333333,28.25,31.33333333333333,32.75,0.3333333333333333,0.5
2014,5,2014_05_CIN_NE,2014-10-05,NE,CIN,43.0,17.0,26.0,NE,19.0,22.5,20.0,20.0,0.6666666666666666,0.5,11.0,11.0,26.666666666666668,26.666666666666668,1.0,1.0
2014,5,2014_05_STL_PHI,2014-10-05,PHI,LAR,34.0,28.0,6.0,PHI,29.0,26.0,29.33333333333333,30.5,0.6666666666666666,0.75,28.33333333333333,28.33333333333333,18.666666666666668,18.666666666666668,0.3333333333333333,0.3333333333333333
2014,5,2014_05_HOU_DAL,2014-10-05,DAL,HOU,20.0,17.0,3.0,DAL,19.33333333333333,21.5,32.666666666666664,28.75,1.0,0.75,20.33333333333333,16.75,23.33333333333333,21.75,0.6666666666666666,0.75
2014,5,2014_05_BAL_IND,2014-10-05,IND,BAL,20.0,13.0,7.0,IND,21.33333333333333,23.75,37.333333333333336,34.0,0.6666666666666666,0.5,12.333333333333334,15.0,29.0,25.75,1.0,0.75
2014,5,2014_05_KC_SF,2014-10-05,SF,KC,22.0,17.0,5.0,SF,24.0,22.25,20.0,22.0,0.3333333333333333,0.5,17.666666666666668,19.75,30.666666666666668,25.5,0.6666666666666666,0.5
2014,5,2014_05_BUF_DET,2014-10-05,DET,BUF,14.0,17.0,-3.0,BUF,16.0,15.5,16.666666666666668,21.25,0.6666666666666666,0.75,18.33333333333333,18.75,18.666666666666668,19.75,0.3333333333333333,0.5
2014,5,2014_05_CHI_CAR,2014-10-05,CAR,CHI,31.0,24.0,7.0,CAR,27.33333333333333,24.0,17.666666666666668,18.25,0.3333333333333333,0.5,25.666666666666668,25.0,24.0,23.0,0.6666666666666666,0.5
2014,5,2014_05_NYJ_SD,2014-10-05,LAC,NYJ,31.0,0.0,31.0,LAC,15.0,15.75,28.33333333333333,25.5,1.0,0.75,27.33333333333333,24.0,20.0,19.75,0.0,0.25
2014,5,2014_05_PIT_JAX,2014-10-05,JAX,PIT,9.0,17.0,-8.0,PIT,39.333333333333336,38.0,13.666666666666666,14.5,0.0,0.0,24.0,24.75,22.33333333333333,24.25,0.3333333333333333,0.5
2014,5,2014_05_CLE_TEN,2014-10-05,TEN,CLE,28.0,29.0,-1.0,CLE,33.333333333333336,27.5,11.333333333333334,15.0,0.0,0.25,25.666666666666668,25.666666666666668,24.666666666666668,24.666666666666668,0.3333333333333333,0.3333333333333333
2014,5,2014_05_ARI_DEN,2014-10-05,DEN,ARI,41.0,20.0,21.0,DEN,22.33333333333333,22.33333333333333,25.0,25.0,0.6666666666666666,0.6666666666666666,15.0,15.0,22.0,22.0,1.0,1.0
2014,5,2014_05_SEA_WAS,2014-10-06,WAS,SEA,17.0,27.0,-10.0,SEA,30.666666666666668,27.25,29.666666666666668,23.75,0.3333333333333333,0.25,22.0,22.0,27.666666666666668,27.666666666666668,0.6666666666666666,0.6666666666666666
2014,6,2014_06_IND_HOU,2014-10-09,HOU,IND,28.0,33.0,-5.0,IND,22.33333333333333,17.4,19.0,20.8,0.3333333333333333,0.6,15.666666666666666,21.6,35.0,31.2,1.0,0.6
2014,6,2014_06_SD_OAK,2014-10-12,LV,LAC,28.0,31.0,-3.0,LAC,28.0,25.75,12.333333333333334,12.75,0.0,0.0,8.0,12.6,28.666666666666668,26.6,1.0,0.8
2014,6,2014_06_GB_MIA,2014-10-12,MIA,GB,24.0,27.0,-3.0,GB,25.666666666666668,24.25,21.0,24.0,0.3333333333333333,0.5,15.333333333333334,21.2,29.0,26.8,0.6666666666666666,0.6
2014,6,2014_06_CAR_CIN,2014-10-12,CIN,CAR,37.0,37.0,0.0,TIE,20.0,19.0,24.666666666666668,24.25,0.6666666666666666,0.75,33.0,24.0,20.0,20.8,0.3333333333333333,0.6
2014,6,2014_06_DAL_SEA,2014-10-12,SEA,DAL,23.0,30.0,-7.0,DAL,22.33333333333333,20.75,24.666666666666668,27.5,0.6666666666666666,0.75,21.666666666666668,20.6,30.666666666666668,27.0,1.0,0.8
2014,6,2014_06_DEN_NYJ,2014-10-12,NYJ,DEN,17.0,31.0,-14.0,DEN,27.33333333333333,25.4,12.0,15.8,0.0,0.2,21.0,21.75,28.33333333333333,29.0,0.6666666666666666,0.75
2014,6,2014_06_CHI_ATL,2014-10-12,ATL,CHI,13.0,27.0,-14.0,CHI,28.33333333333333,28.6,34.666666666666664,30.2,0.3333333333333333,0.4,29.33333333333333,26.2,22.666666666666668,23.2,0.3333333333333333,0.4
2014,6,2014_06_NYG_PHI,2014-10-12,PHI,NYG,27.0,0.0,27.0,PHI,29.33333333333333,26.4,30.666666666666668,31.2,0.6666666666666666,0.8,17.0,22.2,35.0,26.6,1.0,0.6
2014,6,2014_06_JAX_TEN,2014-10-12,TEN,JAX,16.0,14.0,2.0,TEN,34.333333333333336,27.8,17.333333333333332,17.6,0.0,0.2,31.33333333333333,33.8,13.333333333333334,13.4,0.0,0.0
2014,6,2014_06_WAS_ARI,2014-10-12,ARI,WAS,30.0,20.0,10.0,ARI,23.0,21.5,22.666666666666668,21.5,0.6666666666666666,0.75,36.333333333333336,27.2,21.666666666666668,22.4,0.0,0.2
2014,6,2014_06_PIT_CLE,2014-10-12,CLE,PIT,31.0,10.0,21.0,CLE,25.0,26.25,25.33333333333333,25.75,0.6666666666666666,0.5,18.33333333333333,21.6,26.0,22.8,0.6666666666666666,0.6
2014,6,2014_06_BAL_TB,2014-10-12,TB,BAL,17.0,48.0,-31.0,BAL,39.0,31.2,24.0,20.6,0.3333333333333333,0.2,17.0,16.0,24.666666666666668,23.2,0.6666666666666666,0.6
2014,6,2014_06_DET_MIN,2014-10-12,MIN,DET,3.0,17.0,-14.0,DET,30.0,25.2,20.0,20.2,0.3333333333333333,0.4,13.666666666666666,15.8,19.0,19.8,0.6666666666666666,0.6
2014,6,2014_06_NE_BUF,2014-10-12,BUF,NE,22.0,37.0,-15.0,NE,19.666666666666668,17.8,14.666666666666666,19.2,0.3333333333333333,0.6,22.33333333333333,21.4,24.33333333333333,24.6,0.6666666666666666,0.6
2014,6,2014_06_SF_STL,2014-10-13,LAR,SF,17.0,31.0,-14.0,SF,28.33333333333333,29.75,26.0,21.0,0.3333333333333333,0.25,20.33333333333333,21.2,20.666666666666668,22.0,0.6666666666666666,0.6
2014,7,2014_07_NYJ_NE,2014-10-16,NE,NYJ,27.0,25.0,2.0,NE,26.666666666666668,19.2,31.33333333333333,28.0,0.6666666666666666,0.8,28.666666666666668,28.8,11.333333333333334,15.4,0.0,0.0
2014,7,2014_07_TEN_WAS,2014-10-19,WAS,TEN,19.0,17.0,2.0,WAS,34.0,29.8,17.0,25.2,0.0,0.2,28.0,28.6,20.33333333333333,15.6,0.3333333333333333,0.2
2014,7,2014_07_ATL_BAL,2014-10-19,BAL,ATL,29.0,7.0,22.0,BAL,15.666666666666666,14.8,33.0,29.6,0.6666666666666666,0.8,32.666666666666664,27.2,20.33333333333333,25.4,0.0,0.2
2014,7,2014_07_KC_SD,2014-10-19,LAC,KC,20.0,23.0,-3.0,KC,14.0,14.6,31.666666666666668,29.4,1.0,1.0,17.0,20.2,30.666666666666668,23.8,0.6666666666666666,0.4
2014,7,2014_07_CAR_GB,2014-10-19,GB,CAR,38.0,17.0,21.0,GB,17.0,18.8,35.666666666666664,29.0,1.0,0.8,33.0,28.6,26.0,24.2,0.3333333333333333,0.4
2014,7,2014_07_CIN_IND,2014-10-19,IND,CIN,27.0,0.0,27.0,IND,19.33333333333333,21.0,31.33333333333333,33.0,1.0,0.8,29.0,22.6,29.0,26.8,0.3333333333333333,0.6
2014,7,2014_07_CLE_JAX,2014-10-19,JAX,CLE,24.0,6.0,18.0,JAX,22.0,30.2,12.333333333333334,12.8,0.0,0.0,20.33333333333333,23.0,27.0,26.8,0.6666666666666666,0.6
2014,7,2014_07_ARI_OAK,2014-10-19,LV,ARI,13.0,24.0,-11.0,ARI,28.33333333333333,26.8,17.0,15.8,0.0,0.0,25.0,21.2,24.33333333333333,23.2,0.6666666666666666,0.8
2014,7,2014_07_MIA_CHI,2014-10-19,CHI,MIA,14.0,27.0,-13.0,MIA,27.33333333333333,24.2,22.666666666666668,24.6,0.3333333333333333,0.6,25.0,24.8,25.666666666666668,24.0,0.3333333333333333,0.4
2014,7,2014_07_MIN_BUF,2014-10-19,BUF,MIN,17.0,16.0,1.0,BUF,24.666666666666668,21.2,18.666666666666668,19.0,0.3333333333333333,0.4,29.0,27.4,18.0,14.0,0.3333333333333333,0.2
2014,7,2014_07_NO_DET,2014-10-19,DET,NO,24.0,23.0,1.0,DET,12.333333333333334,13.6,18.33333333333333,16.2,0.6666666666666666,0.6,26.0,28.2,24.666666666666668,26.4,0.6666666666666666,0.4
2014,7,2014_07_SEA_STL,2014-10-19,LAR,SEA,28.0,26.0,2.0,LAR,33.0,30.0,25.33333333333333,20.2,0.0,0.2,22.33333333333333,22.6,25.33333333333333,26.6,0.6666666666666666,0.6
2014,7,2014_07_SF_DEN,2014-10-19,DEN,SF,42.0,17.0,25.0,DEN,21.0,20.8,30.666666666666668,29.4,0.6666666666666666,0.8,18.33333333333333,21.2,26.33333333333333,22.6,1.0,0.6
2014,7,2014_07_NYG_DAL,2014-10-19,DAL,NYG,31.0,21.0,10.0,DAL,19.0,19.6,29.33333333333333,29.6,1.0,1.0,20.33333333333333,20.6,25.0,23.8,0.6666666666666666,0.6
2014,7,2014_07_HOU_PIT,2014-10-20,PIT,HOU,30.0,23.0,7.0,PIT,22.33333333333333,22.4,17.0,18.8,0.3333333333333333,0.4,23.33333333333333,22.8,22.666666666666668,23.0,0.3333333333333333,0.4
2014,8,2014_08_SD_DEN,2014-10-23,DEN,LAC,35.0,21.0,14.0,DEN,18.0,19.4,38.0,31.6,1.0,0.8,17.0,15.0,27.33333333333333,27.4,0.6666666666666666,0.8
2014,8,2014_08_CHI_NE,2014-10-26,NE,CHI,51.0,23.0,28.0,NE,21.33333333333333,22.8,35.666666666666664,27.4,1.0,0.8,23.666666666666668,25.6,21.666666666666668,21.8,0.3333333333333333,0.4
2014,8,2014_08_IND_PIT,2014-10-26,PIT,IND,51.0,34.0,17.0,PIT,21.0,21.8,19.0,23.6,0.6666666666666666,0.6,13.666666666666666,15.0,26.666666666666668,33.0,1.0,1.0
2014,8,2014_08_GB_NO,2014-10-26,NO,GB,44.0,23.0,21.0,NO,31.0,25.6,25.666666666666668,24.2,0.3333333333333333,0.4,17.0,17.4,35.666666666666664,30.4,1.0,0.8
2014,8,2014_08_HOU_TEN,2014-10-26,TEN,HOU,16.0,30.0,-14.0,HOU,20.666666666666668,27.2,20.33333333333333,17.0,0.3333333333333333,0.2,27.666666666666668,26.0,22.666666666666668,21.6,0.0,0.2
2014,8,2014_08_BAL_CIN,2014-10-26,CIN,BAL,27.0,24.0,3.0,CIN,35.666666666666664,24.8,18.0,22.2,0.0,0.4,14.666666666666666,15.0,30.0,30.2,0.6666666666666666,0.8
2014,8,2014_08_OAK_CLE,2014-10-26,CLE,LV,23.0,13.0,10.0,CLE,20.666666666666668,21.8,22.0,22.6,0.6666666666666666,0.6,31.0,27.8,18.33333333333333,15.6,0.0,0.0
2014,8,2014_08_BUF_NYJ,2014-10-26,NYJ,BUF,23.0,43.0,-20.0,BUF,29.666666666666668,28.0,14.0,15.6,0.0,0.0,22.33333333333333,22.4,18.666666666666668,16.6,0.6666666666666666,0.4
2014,8,2014_08_PHI_ARI,2014-10-26,ARI,PHI,24.0,20.0,4.0,ARI,24.666666666666668,20.4,24.666666666666668,24.4,0.6666666666666666,0.8,18.0,23.0,27.33333333333333,29.8,0.6666666666666666,0.8
2014,8,2014_08_SEA_CAR,2014-10-26,CAR,SEA,9.0,13.0,-4.0,SEA,33.0,34.8,28.33333333333333,22.8,0.3333333333333333,0.2,25.0,25.0,25.33333333333333,24.6,0.3333333333333333,0.4
2014,8,2014_08_STL_KC,2014-10-26,KC,LAR,34.0,7.0,27.0,KC,18.666666666666668,19.0,27.0,26.4,0.6666666666666666,0.6,30.33333333333333,28.4,24.33333333333333,24.6,0.3333333333333333,0.4
