season,season_type,game_type,week,espn_week,game_id,espn_game_id,gameday,game_date,gametime,kickoff,kickoff_utc,home_team,away_team,home_team_name,away_team_name,home_score,away_score,completed,status,status_detail,neutral_site,venue,roof,surface,spread_line,total_line,home_moneyline,away_moneyline,source,ingested_at
2025,2,REG,1,1,2025_01_HOU_LAR,401772723,2025-09-07,2025-09-07,20:25Z,2025-09-07T20:25:00Z,2025-09-07T20:25:00Z,LAR,HOU,Los Angeles Rams,Houston Texans,14,9,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:27.868771+00:00
2025,2,REG,1,1,2025_01_BAL_BUF,401772918,2025-09-08,2025-09-08,00:20Z,2025-09-08T00:20:00Z,2025-09-08T00:20:00Z,BUF,BAL,Buffalo Bills,Baltimore Ravens,41,40,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:27.868771+00:00
2025,2,REG,1,1,2025_01_MIN_CHI,401772810,2025-09-09,2025-09-09,00:15Z,2025-09-09T00:15:00Z,2025-09-09T00:15:00Z,CHI,MIN,Chicago Bears,Minnesota Vikings,24,27,True,STATUS_FINAL,Final,False,Soldier Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:27.868771+00:00
2025,2,REG,2,2,2025_02_WAS_GB,401772936,2025-09-12,2025-09-12,00:15Z,2025-09-12T00:15:00Z,2025-09-12T00:15:00Z,GB,WAS,Green Bay Packers,Washington Commanders,27,18,True,STATUS_FINAL,Final,False,Lambeau Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.111963+00:00
2025,2,REG,2,2,2025_02_BUF_NYJ,401772727,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,NYJ,BUF,New York Jets,Buffalo Bills,10,30,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_CHI_DET,401772835,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,DET,CHI,Detroit Lions,Chicago Bears,52,21,True,STATUS_FINAL,Final,False,Ford Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.111963+00:00
2025,2,REG,2,2,2025_02_CLE_BAL,401772726,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,BAL,CLE,Baltimore Ravens,Cleveland Browns,41,17,True,STATUS_FINAL,Final,False,M&T Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_JAX_CIN,401772725,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,CIN,JAX,Cincinnati Bengals,Jacksonville Jaguars,31,27,True,STATUS_FINAL,Final,False,Paycor Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.111963+00:00
2025,2,REG,2,2,2025_02_LAR_TEN,401772724,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,TEN,LAR,Tennessee Titans,Los Angeles Rams,19,33,True,STATUS_FINAL,Final,False,Nissan Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_NE_MIA,401772728,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,MIA,NE,Miami Dolphins,New England Patriots,27,33,True,STATUS_FINAL,Final,False,Hard Rock Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_NYG_DAL,401772834,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,DAL,NYG,Dallas Cowboys,New York Giants,40,37,True,STATUS_FINAL,Final/OT,False,AT&T Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.111963+00:00
2025,2,REG,2,2,2025_02_SEA_PIT,401772836,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,PIT,SEA,Pittsburgh Steelers,Seattle Seahawks,17,31,True,STATUS_FINAL,Final,False,Acrisure Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_SF_NO,401772833,2025-09-14,2025-09-14,17:00Z,2025-09-14T17:00:00Z,2025-09-14T17:00:00Z,NO,SF,New Orleans Saints,San Francisco 49ers,21,26,True,STATUS_FINAL,Final,False,Caesars Superdome,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_CAR_ARI,401772730,2025-09-14,2025-09-14,20:05Z,2025-09-14T20:05:00Z,2025-09-14T20:05:00Z,ARI,CAR,Arizona Cardinals,Carolina Panthers,27,22,True,STATUS_FINAL,Final,False,State Farm Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_DEN_IND,401772729,2025-09-14,2025-09-14,20:05Z,2025-09-14T20:05:00Z,2025-09-14T20:05:00Z,IND,DEN,Indianapolis Colts,Denver Broncos,29,28,True,STATUS_FINAL,Final,False,Lucas Oil Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_PHI_KC,401772837,2025-09-14,2025-09-14,20:25Z,2025-09-14T20:25:00Z,2025-09-14T20:25:00Z,KC,PHI,Kansas City Chiefs,Philadelphia Eagles,17,20,True,STATUS_FINAL,Final,False,GEHA Field at Arrowhead Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_ATL_MIN,401772919,2025-09-15,2025-09-15,00:20Z,2025-09-15T00:20:00Z,2025-09-15T00:20:00Z,MIN,ATL,Minnesota Vikings,Atlanta Falcons,6,22,True,STATUS_FINAL,Final,False,U.S. Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_TB_HOU,401772715,2025-09-15,2025-09-15,23:00Z,2025-09-15T23:00:00Z,2025-09-15T23:00:00Z,HOU,TB,Houston Texans,Tampa Bay Buccaneers,19,20,True,STATUS_FINAL,Final,False,NRG Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,2,2,2025_02_LAC_LV,401772811,2025-09-16,2025-09-16,02:00Z,2025-09-16T02:00:00Z,2025-09-16T02:00:00Z,LV,LAC,Las Vegas Raiders,Los Angeles Chargers,9,20,True,STATUS_FINAL,Final,False,Allegiant Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.112964+00:00
2025,2,REG,3,3,2025_03_MIA_BUF,401772937,2025-09-19,2025-09-19,00:15Z,2025-09-19T00:15:00Z,2025-09-19T00:15:00Z,BUF,MIA,Buffalo Bills,Miami Dolphins,31,21,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_ATL_CAR,401772838,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,CAR,ATL,Carolina Panthers,Atlanta Falcons,30,0,True,STATUS_FINAL,Final,False,Bank of America Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_CIN_MIN,401772731,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,MIN,CIN,Minnesota Vikings,Cincinnati Bengals,48,10,True,STATUS_FINAL,Final,False,U.S. Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_GB_CLE,401772842,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,CLE,GB,Cleveland Browns,Green Bay Packers,13,10,True,STATUS_FINAL,Final,False,Huntington Bank Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_HOU_JAX,401772734,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,JAX,HOU,Jacksonville Jaguars,Houston Texans,17,10,True,STATUS_FINAL,Final,False,EverBank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_IND_TEN,401772733,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,TEN,IND,Tennessee Titans,Indianapolis Colts,20,41,True,STATUS_FINAL,Final,False,Nissan Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_LAR_PHI,401772839,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,PHI,LAR,Philadelphia Eagles,Los Angeles Rams,33,26,True,STATUS_FINAL,Final,False,Lincoln Financial Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_LV_WAS,401772841,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,WAS,LV,Washington Commanders,Las Vegas Raiders,41,24,True,STATUS_FINAL,Final,False,Northwest Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_NYJ_TB,401772840,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,TB,NYJ,Tampa Bay Buccaneers,New York Jets,29,27,True,STATUS_FINAL,Final,False,Raymond James Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_PIT_NE,401772732,2025-09-21,2025-09-21,17:00Z,2025-09-21T17:00:00Z,2025-09-21T17:00:00Z,NE,PIT,New England Patriots,Pittsburgh Steelers,14,21,True,STATUS_FINAL,Final,False,Gillette Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_DEN_LAC,401772735,2025-09-21,2025-09-21,20:05Z,2025-09-21T20:05:00Z,2025-09-21T20:05:00Z,LAC,DEN,Los Angeles Chargers,Denver Broncos,23,20,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_NO_SEA,401772736,2025-09-21,2025-09-21,20:05Z,2025-09-21T20:05:00Z,2025-09-21T20:05:00Z,SEA,NO,Seattle Seahawks,New Orleans Saints,44,13,True,STATUS_FINAL,Final,False,Lumen Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_ARI_SF,401772843,2025-09-21,2025-09-21,20:25Z,2025-09-21T20:25:00Z,2025-09-21T20:25:00Z,SF,ARI,San Francisco 49ers,Arizona Cardinals,16,15,True,STATUS_FINAL,Final,False,Levi's Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_DAL_CHI,401772844,2025-09-21,2025-09-21,20:25Z,2025-09-21T20:25:00Z,2025-09-21T20:25:00Z,CHI,DAL,Chicago Bears,Dallas Cowboys,31,14,True,STATUS_FINAL,Final,False,Soldier Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.980132+00:00
2025,2,REG,3,3,2025_03_KC_NYG,401772920,2025-09-22,2025-09-22,00:20Z,2025-09-22T00:20:00Z,2025-09-22T00:20:00Z,NYG,KC,New York Giants,Kansas City Chiefs,9,22,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.981145+00:00
2025,2,REG,3,3,2025_03_DET_BAL,401772812,2025-09-23,2025-09-23,00:15Z,2025-09-23T00:15:00Z,2025-09-23T00:15:00Z,BAL,DET,Baltimore Ravens,Detroit Lions,30,38,True,STATUS_FINAL,Final,False,M&T Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:29.981145+00:00
2025,2,REG,4,4,2025_04_SEA_ARI,401772938,2025-09-26,2025-09-26,00:15Z,2025-09-26T00:15:00Z,2025-09-26T00:15:00Z,ARI,SEA,Arizona Cardinals,Seattle Seahawks,20,23,True,STATUS_FINAL,Final,False,State Farm Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.831962+00:00
2025,2,REG,4,4,2025_04_MIN_PIT,401772632,2025-09-28,2025-09-28,13:30Z,2025-09-28T13:30:00Z,2025-09-28T13:30:00Z,PIT,MIN,Pittsburgh Steelers,Minnesota Vikings,24,21,True,STATUS_FINAL,Final,True,Croke Park,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.831962+00:00
2025,2,REG,4,4,2025_04_CAR_NE,401772847,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,NE,CAR,New England Patriots,Carolina Panthers,42,13,True,STATUS_FINAL,Final,False,Gillette Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_CLE_DET,401772846,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,DET,CLE,Detroit Lions,Cleveland Browns,34,10,True,STATUS_FINAL,Final,False,Ford Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.831962+00:00
2025,2,REG,4,4,2025_04_LAC_NYG,401772737,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,NYG,LAC,New York Giants,Los Angeles Chargers,21,18,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_NO_BUF,401772740,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,BUF,NO,Buffalo Bills,New Orleans Saints,31,19,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.831962+00:00
2025,2,REG,4,4,2025_04_PHI_TB,401772845,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,TB,PHI,Tampa Bay Buccaneers,Philadelphia Eagles,25,31,True,STATUS_FINAL,Final,False,Raymond James Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_TEN_HOU,401772738,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,HOU,TEN,Houston Texans,Tennessee Titans,26,0,True,STATUS_FINAL,Final,False,NRG Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_WAS_ATL,401772739,2025-09-28,2025-09-28,17:00Z,2025-09-28T17:00:00Z,2025-09-28T17:00:00Z,ATL,WAS,Atlanta Falcons,Washington Commanders,34,27,True,STATUS_FINAL,Final,False,Mercedes-Benz Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.831962+00:00
2025,2,REG,4,4,2025_04_IND_LAR,401772849,2025-09-28,2025-09-28,20:05Z,2025-09-28T20:05:00Z,2025-09-28T20:05:00Z,LAR,IND,Los Angeles Rams,Indianapolis Colts,27,20,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_JAX_SF,401772848,2025-09-28,2025-09-28,20:05Z,2025-09-28T20:05:00Z,2025-09-28T20:05:00Z,SF,JAX,San Francisco 49ers,Jacksonville Jaguars,21,26,True,STATUS_FINAL,Final,False,Levi's Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_BAL_KC,401772741,2025-09-28,2025-09-28,20:25Z,2025-09-28T20:25:00Z,2025-09-28T20:25:00Z,KC,BAL,Kansas City Chiefs,Baltimore Ravens,37,20,True,STATUS_FINAL,Final,False,GEHA Field at Arrowhead Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_CHI_LV,401772742,2025-09-28,2025-09-28,20:25Z,2025-09-28T20:25:00Z,2025-09-28T20:25:00Z,LV,CHI,Las Vegas Raiders,Chicago Bears,24,25,True,STATUS_FINAL,Final,False,Allegiant Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_GB_DAL,401772921,2025-09-29,2025-09-29,00:20Z,2025-09-29T00:20:00Z,2025-09-29T00:20:00Z,DAL,GB,Dallas Cowboys,Green Bay Packers,40,40,True,STATUS_FINAL,Final/OT,False,AT&T Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_NYJ_MIA,401772813,2025-09-29,2025-09-29,23:15Z,2025-09-29T23:15:00Z,2025-09-29T23:15:00Z,MIA,NYJ,Miami Dolphins,New York Jets,27,21,True,STATUS_FINAL,Final,False,Hard Rock Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,4,4,2025_04_CIN_DEN,401772716,2025-09-30,2025-09-30,00:15Z,2025-09-30T00:15:00Z,2025-09-30T00:15:00Z,DEN,CIN,Denver Broncos,Cincinnati Bengals,28,3,True,STATUS_FINAL,Final,False,Empower Field at Mile High,,,,,,,espn_site_scoreboard,2026-04-28T22:54:30.832960+00:00
2025,2,REG,5,5,2025_05_SF_LAR,401772939,2025-10-03,2025-10-03,00:15Z,2025-10-03T00:15:00Z,2025-10-03T00:15:00Z,LAR,SF,Los Angeles Rams,San Francisco 49ers,23,26,True,STATUS_FINAL,Final/OT,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.725893+00:00
2025,2,REG,5,5,2025_05_MIN_CLE,401772633,2025-10-05,2025-10-05,13:30Z,2025-10-05T13:30:00Z,2025-10-05T13:30:00Z,CLE,MIN,Cleveland Browns,Minnesota Vikings,17,21,True,STATUS_FINAL,Final,True,Tottenham Hotspur Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.725893+00:00
2025,2,REG,5,5,2025_05_DAL_NYJ,401772850,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,NYJ,DAL,New York Jets,Dallas Cowboys,22,37,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_DEN_PHI,401772745,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,PHI,DEN,Philadelphia Eagles,Denver Broncos,17,21,True,STATUS_FINAL,Final,False,Lincoln Financial Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_HOU_BAL,401772743,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,BAL,HOU,Baltimore Ravens,Houston Texans,10,44,True,STATUS_FINAL,Final,False,M&T Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_LV_IND,401772851,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,IND,LV,Indianapolis Colts,Las Vegas Raiders,40,6,True,STATUS_FINAL,Final,False,Lucas Oil Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.725893+00:00
2025,2,REG,5,5,2025_05_MIA_CAR,401772852,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,CAR,MIA,Carolina Panthers,Miami Dolphins,27,24,True,STATUS_FINAL,Final,False,Bank of America Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_NYG_NO,401772744,2025-10-05,2025-10-05,17:00Z,2025-10-05T17:00:00Z,2025-10-05T17:00:00Z,NO,NYG,New Orleans Saints,New York Giants,26,14,True,STATUS_FINAL,Final,False,Caesars Superdome,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727316+00:00
2025,2,REG,5,5,2025_05_TB_SEA,401772746,2025-10-05,2025-10-05,20:05Z,2025-10-05T20:05:00Z,2025-10-05T20:05:00Z,SEA,TB,Seattle Seahawks,Tampa Bay Buccaneers,35,38,True,STATUS_FINAL,Final,False,Lumen Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_TEN_ARI,401772747,2025-10-05,2025-10-05,20:05Z,2025-10-05T20:05:00Z,2025-10-05T20:05:00Z,ARI,TEN,Arizona Cardinals,Tennessee Titans,21,22,True,STATUS_FINAL,Final,False,State Farm Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_DET_CIN,401772854,2025-10-05,2025-10-05,20:25Z,2025-10-05T20:25:00Z,2025-10-05T20:25:00Z,CIN,DET,Cincinnati Bengals,Detroit Lions,24,37,True,STATUS_FINAL,Final,False,Paycor Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_WAS_LAC,401772853,2025-10-05,2025-10-05,20:25Z,2025-10-05T20:25:00Z,2025-10-05T20:25:00Z,LAC,WAS,Los Angeles Chargers,Washington Commanders,10,27,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_NE_BUF,401772922,2025-10-06,2025-10-06,00:20Z,2025-10-06T00:20:00Z,2025-10-06T00:20:00Z,BUF,NE,Buffalo Bills,New England Patriots,20,23,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,5,5,2025_05_KC_JAX,401772814,2025-10-07,2025-10-07,00:15Z,2025-10-07T00:15:00Z,2025-10-07T00:15:00Z,JAX,KC,Jacksonville Jaguars,Kansas City Chiefs,31,28,True,STATUS_FINAL,Final,False,EverBank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:31.727390+00:00
2025,2,REG,6,6,2025_06_PHI_NYG,401772940,2025-10-10,2025-10-10,00:15Z,2025-10-10T00:15:00Z,2025-10-10T00:15:00Z,NYG,PHI,New York Giants,Philadelphia Eagles,34,17,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.547064+00:00
