season,season_type,game_type,week,espn_week,game_id,espn_game_id,gameday,game_date,gametime,kickoff,kickoff_utc,home_team,away_team,home_team_name,away_team_name,home_score,away_score,completed,status,status_detail,neutral_site,venue,roof,surface,spread_line,total_line,home_moneyline,away_moneyline,source,ingested_at
2025,2,REG,6,6,2025_06_DEN_NYJ,401772634,2025-10-12,2025-10-12,13:30Z,2025-10-12T13:30:00Z,2025-10-12T13:30:00Z,NYJ,DEN,New York Jets,Denver Broncos,11,13,True,STATUS_FINAL,Final,True,Tottenham Hotspur Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_ARI_IND,401772856,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,IND,ARI,Indianapolis Colts,Arizona Cardinals,31,27,True,STATUS_FINAL,Final,False,Lucas Oil Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_CLE_PIT,401772748,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,PIT,CLE,Pittsburgh Steelers,Cleveland Browns,23,9,True,STATUS_FINAL,Final,False,Acrisure Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_DAL_CAR,401772858,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,CAR,DAL,Carolina Panthers,Dallas Cowboys,30,27,True,STATUS_FINAL,Final,False,Bank of America Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_LAC_MIA,401772750,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,MIA,LAC,Miami Dolphins,Los Angeles Chargers,27,29,True,STATUS_FINAL,Final,False,Hard Rock Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_LAR_BAL,401772855,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,BAL,LAR,Baltimore Ravens,Los Angeles Rams,3,17,True,STATUS_FINAL,Final,False,M&T Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_NE_NO,401772751,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,NO,NE,New Orleans Saints,New England Patriots,19,25,True,STATUS_FINAL,Final,False,Caesars Superdome,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_SEA_JAX,401772857,2025-10-12,2025-10-12,17:00Z,2025-10-12T17:00:00Z,2025-10-12T17:00:00Z,JAX,SEA,Jacksonville Jaguars,Seattle Seahawks,12,20,True,STATUS_FINAL,Final,False,EverBank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_TEN_LV,401772859,2025-10-12,2025-10-12,20:05Z,2025-10-12T20:05:00Z,2025-10-12T20:05:00Z,LV,TEN,Las Vegas Raiders,Tennessee Titans,20,10,True,STATUS_FINAL,Final,False,Allegiant Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_CIN_GB,401772752,2025-10-12,2025-10-12,20:25Z,2025-10-12T20:25:00Z,2025-10-12T20:25:00Z,GB,CIN,Green Bay Packers,Cincinnati Bengals,27,18,True,STATUS_FINAL,Final,False,Lambeau Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_SF_TB,401772749,2025-10-12,2025-10-12,20:25Z,2025-10-12T20:25:00Z,2025-10-12T20:25:00Z,TB,SF,Tampa Bay Buccaneers,San Francisco 49ers,30,19,True,STATUS_FINAL,Final,False,Raymond James Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.548063+00:00
2025,2,REG,6,6,2025_06_DET_KC,401772923,2025-10-13,2025-10-13,00:20Z,2025-10-13T00:20:00Z,2025-10-13T00:20:00Z,KC,DET,Kansas City Chiefs,Detroit Lions,30,17,True,STATUS_FINAL,Final,False,GEHA Field at Arrowhead Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.549061+00:00
2025,2,REG,6,6,2025_06_BUF_ATL,401772815,2025-10-13,2025-10-13,23:15Z,2025-10-13T23:15:00Z,2025-10-13T23:15:00Z,ATL,BUF,Atlanta Falcons,Buffalo Bills,24,14,True,STATUS_FINAL,Final,False,Mercedes-Benz Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.549061+00:00
2025,2,REG,6,6,2025_06_CHI_WAS,401772717,2025-10-14,2025-10-14,00:15Z,2025-10-14T00:15:00Z,2025-10-14T00:15:00Z,WAS,CHI,Washington Commanders,Chicago Bears,24,25,True,STATUS_FINAL,Final,False,Northwest Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:32.549061+00:00
2025,2,REG,7,7,2025_07_PIT_CIN,401772941,2025-10-17,2025-10-17,00:15Z,2025-10-17T00:15:00Z,2025-10-17T00:15:00Z,CIN,PIT,Cincinnati Bengals,Pittsburgh Steelers,33,31,True,STATUS_FINAL,Final,False,Paycor Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.414722+00:00
2025,2,REG,7,7,2025_07_LAR_JAX,401772635,2025-10-19,2025-10-19,13:30Z,2025-10-19T13:30:00Z,2025-10-19T13:30:00Z,JAX,LAR,Jacksonville Jaguars,Los Angeles Rams,7,35,True,STATUS_FINAL,Final,True,Wembley Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_CAR_NYJ,401772860,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,NYJ,CAR,New York Jets,Carolina Panthers,6,13,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_LV_KC,401772753,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,KC,LV,Kansas City Chiefs,Las Vegas Raiders,31,0,True,STATUS_FINAL,Final,False,GEHA Field at Arrowhead Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_MIA_CLE,401772754,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,CLE,MIA,Cleveland Browns,Miami Dolphins,31,6,True,STATUS_FINAL,Final,False,Huntington Bank Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_NE_TEN,401772755,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,TEN,NE,Tennessee Titans,New England Patriots,13,31,True,STATUS_FINAL,Final,False,Nissan Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_NO_CHI,401772861,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,CHI,NO,Chicago Bears,New Orleans Saints,26,14,True,STATUS_FINAL,Final,False,Soldier Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_PHI_MIN,401772862,2025-10-19,2025-10-19,17:00Z,2025-10-19T17:00:00Z,2025-10-19T17:00:00Z,MIN,PHI,Minnesota Vikings,Philadelphia Eagles,22,28,True,STATUS_FINAL,Final,False,U.S. Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_IND_LAC,401772756,2025-10-19,2025-10-19,20:05Z,2025-10-19T20:05:00Z,2025-10-19T20:05:00Z,LAC,IND,Los Angeles Chargers,Indianapolis Colts,24,38,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_NYG_DEN,401772757,2025-10-19,2025-10-19,20:05Z,2025-10-19T20:05:00Z,2025-10-19T20:05:00Z,DEN,NYG,Denver Broncos,New York Giants,33,32,True,STATUS_FINAL,Final,False,Empower Field at Mile High,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_GB_ARI,401772863,2025-10-19,2025-10-19,20:25Z,2025-10-19T20:25:00Z,2025-10-19T20:25:00Z,ARI,GB,Arizona Cardinals,Green Bay Packers,23,27,True,STATUS_FINAL,Final,False,State Farm Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_WAS_DAL,401772864,2025-10-19,2025-10-19,20:25Z,2025-10-19T20:25:00Z,2025-10-19T20:25:00Z,DAL,WAS,Dallas Cowboys,Washington Commanders,44,22,True,STATUS_FINAL,Final,False,AT&T Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_ATL_SF,401772924,2025-10-20,2025-10-20,00:20Z,2025-10-20T00:20:00Z,2025-10-20T00:20:00Z,SF,ATL,San Francisco 49ers,Atlanta Falcons,20,10,True,STATUS_FINAL,Final,False,Levi's Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_TB_DET,401772816,2025-10-20,2025-10-20,23:00Z,2025-10-20T23:00:00Z,2025-10-20T23:00:00Z,DET,TB,Detroit Lions,Tampa Bay Buccaneers,24,9,True,STATUS_FINAL,Final,False,Ford Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,7,7,2025_07_HOU_SEA,401772826,2025-10-21,2025-10-21,02:00Z,2025-10-21T02:00:00Z,2025-10-21T02:00:00Z,SEA,HOU,Seattle Seahawks,Houston Texans,27,19,True,STATUS_FINAL,Final,False,Lumen Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:33.415726+00:00
2025,2,REG,8,8,2025_08_MIN_LAC,401772942,2025-10-24,2025-10-24,00:15Z,2025-10-24T00:15:00Z,2025-10-24T00:15:00Z,LAC,MIN,Los Angeles Chargers,Minnesota Vikings,37,10,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_BUF_CAR,401772865,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,CAR,BUF,Carolina Panthers,Buffalo Bills,9,40,True,STATUS_FINAL,Final,False,Bank of America Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_CHI_BAL,401772759,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,BAL,CHI,Baltimore Ravens,Chicago Bears,30,16,True,STATUS_FINAL,Final,False,M&T Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_CLE_NE,401772868,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,NE,CLE,New England Patriots,Cleveland Browns,32,13,True,STATUS_FINAL,Final,False,Gillette Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_MIA_ATL,401772760,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,ATL,MIA,Atlanta Falcons,Miami Dolphins,10,34,True,STATUS_FINAL,Final,False,Mercedes-Benz Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_NYG_PHI,401772867,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,PHI,NYG,Philadelphia Eagles,New York Giants,38,20,True,STATUS_FINAL,Final,False,Lincoln Financial Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_NYJ_CIN,401772758,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,CIN,NYJ,Cincinnati Bengals,New York Jets,38,39,True,STATUS_FINAL,Final,False,Paycor Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_SF_HOU,401772866,2025-10-26,2025-10-26,17:00Z,2025-10-26T17:00:00Z,2025-10-26T17:00:00Z,HOU,SF,Houston Texans,San Francisco 49ers,26,15,True,STATUS_FINAL,Final,False,NRG Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_TB_NO,401772869,2025-10-26,2025-10-26,20:05Z,2025-10-26T20:05:00Z,2025-10-26T20:05:00Z,NO,TB,New Orleans Saints,Tampa Bay Buccaneers,3,23,True,STATUS_FINAL,Final,False,Caesars Superdome,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_DAL_DEN,401772762,2025-10-26,2025-10-26,20:25Z,2025-10-26T20:25:00Z,2025-10-26T20:25:00Z,DEN,DAL,Denver Broncos,Dallas Cowboys,44,24,True,STATUS_FINAL,Final,False,Empower Field at Mile High,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_TEN_IND,401772761,2025-10-26,2025-10-26,20:25Z,2025-10-26T20:25:00Z,2025-10-26T20:25:00Z,IND,TEN,Indianapolis Colts,Tennessee Titans,38,14,True,STATUS_FINAL,Final,False,Lucas Oil Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.239322+00:00
2025,2,REG,8,8,2025_08_GB_PIT,401772925,2025-10-27,2025-10-27,00:20Z,2025-10-27T00:20:00Z,2025-10-27T00:20:00Z,PIT,GB,Pittsburgh Steelers,Green Bay Packers,25,35,True,STATUS_FINAL,Final,False,Acrisure Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.240322+00:00
2025,2,REG,8,8,2025_08_WAS_KC,401772817,2025-10-28,2025-10-28,00:15Z,2025-10-28T00:15:00Z,2025-10-28T00:15:00Z,KC,WAS,Kansas City Chiefs,Washington Commanders,28,7,True,STATUS_FINAL,Final,False,GEHA Field at Arrowhead Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:34.240322+00:00
2025,2,REG,9,9,2025_09_BAL_MIA,401772943,2025-10-31,2025-10-31,00:15Z,2025-10-31T00:15:00Z,2025-10-31T00:15:00Z,MIA,BAL,Miami Dolphins,Baltimore Ravens,6,28,True,STATUS_FINAL,Final,False,Hard Rock Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_ATL_NE,401772763,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,NE,ATL,New England Patriots,Atlanta Falcons,24,23,True,STATUS_FINAL,Final,False,Gillette Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_CAR_GB,401772872,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,GB,CAR,Green Bay Packers,Carolina Panthers,13,16,True,STATUS_FINAL,Final,False,Lambeau Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_CHI_CIN,401772765,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,CIN,CHI,Cincinnati Bengals,Chicago Bears,42,47,True,STATUS_FINAL,Final,False,Paycor Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_DEN_HOU,401772870,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,HOU,DEN,Houston Texans,Denver Broncos,15,18,True,STATUS_FINAL,Final,False,NRG Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_IND_PIT,401772766,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,PIT,IND,Pittsburgh Steelers,Indianapolis Colts,27,20,True,STATUS_FINAL,Final,False,Acrisure Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_LAC_TEN,401772764,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,TEN,LAC,Tennessee Titans,Los Angeles Chargers,20,27,True,STATUS_FINAL,Final,False,Nissan Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_MIN_DET,401772871,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,DET,MIN,Detroit Lions,Minnesota Vikings,24,27,True,STATUS_FINAL,Final,False,Ford Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041195+00:00
2025,2,REG,9,9,2025_09_SF_NYG,401772767,2025-11-02,2025-11-02,18:00Z,2025-11-02T18:00:00Z,2025-11-02T18:00:00Z,NYG,SF,New York Giants,San Francisco 49ers,24,34,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_JAX_LV,401772873,2025-11-02,2025-11-02,21:05Z,2025-11-02T21:05:00Z,2025-11-02T21:05:00Z,LV,JAX,Las Vegas Raiders,Jacksonville Jaguars,29,30,True,STATUS_FINAL,Final/OT,False,Allegiant Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_NO_LAR,401772874,2025-11-02,2025-11-02,21:05Z,2025-11-02T21:05:00Z,2025-11-02T21:05:00Z,LAR,NO,Los Angeles Rams,New Orleans Saints,34,10,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_KC_BUF,401772768,2025-11-02,2025-11-02,21:25Z,2025-11-02T21:25:00Z,2025-11-02T21:25:00Z,BUF,KC,Buffalo Bills,Kansas City Chiefs,28,21,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_SEA_WAS,401772926,2025-11-03,2025-11-03,01:20Z,2025-11-03T01:20:00Z,2025-11-03T01:20:00Z,WAS,SEA,Washington Commanders,Seattle Seahawks,14,38,True,STATUS_FINAL,Final,False,Northwest Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,9,9,2025_09_ARI_DAL,401772818,2025-11-04,2025-11-04,01:15Z,2025-11-04T01:15:00Z,2025-11-04T01:15:00Z,DAL,ARI,Dallas Cowboys,Arizona Cardinals,17,27,True,STATUS_FINAL,Final,False,AT&T Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.041859+00:00
2025,2,REG,10,10,2025_10_LV_DEN,401772944,2025-11-07,2025-11-07,01:15Z,2025-11-07T01:15:00Z,2025-11-07T01:15:00Z,DEN,LV,Denver Broncos,Las Vegas Raiders,10,7,True,STATUS_FINAL,Final,False,Empower Field at Mile High,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792286+00:00
2025,2,REG,10,10,2025_10_ATL_IND,401772636,2025-11-09,2025-11-09,14:30Z,2025-11-09T14:30:00Z,2025-11-09T14:30:00Z,IND,ATL,Indianapolis Colts,Atlanta Falcons,31,25,True,STATUS_FINAL,Final/OT,True,Olympic Stadium Berlin,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792286+00:00
2025,2,REG,10,10,2025_10_BAL_MIN,401772876,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,MIN,BAL,Minnesota Vikings,Baltimore Ravens,19,27,True,STATUS_FINAL,Final,False,U.S. Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792794+00:00
2025,2,REG,10,10,2025_10_BUF_MIA,401772771,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,MIA,BUF,Miami Dolphins,Buffalo Bills,30,13,True,STATUS_FINAL,Final,False,Hard Rock Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792286+00:00
2025,2,REG,10,10,2025_10_CLE_NYJ,401772769,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,NYJ,CLE,New York Jets,Cleveland Browns,27,20,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_JAX_HOU,401772770,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,HOU,JAX,Houston Texans,Jacksonville Jaguars,36,29,True,STATUS_FINAL,Final,False,NRG Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_NE_TB,401772772,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,TB,NE,Tampa Bay Buccaneers,New England Patriots,23,28,True,STATUS_FINAL,Final,False,Raymond James Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_NO_CAR,401772877,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,CAR,NO,Carolina Panthers,New Orleans Saints,7,17,True,STATUS_FINAL,Final,False,Bank of America Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_NYG_CHI,401772875,2025-11-09,2025-11-09,18:00Z,2025-11-09T18:00:00Z,2025-11-09T18:00:00Z,CHI,NYG,Chicago Bears,New York Giants,24,20,True,STATUS_FINAL,Final,False,Soldier Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792286+00:00
2025,2,REG,10,10,2025_10_ARI_SEA,401772773,2025-11-09,2025-11-09,21:05Z,2025-11-09T21:05:00Z,2025-11-09T21:05:00Z,SEA,ARI,Seattle Seahawks,Arizona Cardinals,44,22,True,STATUS_FINAL,Final,False,Lumen Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_DET_WAS,401772878,2025-11-09,2025-11-09,21:25Z,2025-11-09T21:25:00Z,2025-11-09T21:25:00Z,WAS,DET,Washington Commanders,Detroit Lions,22,44,True,STATUS_FINAL,Final,False,Northwest Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_LAR_SF,401772879,2025-11-09,2025-11-09,21:25Z,2025-11-09T21:25:00Z,2025-11-09T21:25:00Z,SF,LAR,San Francisco 49ers,Los Angeles Rams,26,42,True,STATUS_FINAL,Final,False,Levi's Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_PIT_LAC,401772927,2025-11-10,2025-11-10,01:20Z,2025-11-10T01:20:00Z,2025-11-10T01:20:00Z,LAC,PIT,Los Angeles Chargers,Pittsburgh Steelers,25,10,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,10,10,2025_10_PHI_GB,401772630,2025-11-11,2025-11-11,01:15Z,2025-11-11T01:15:00Z,2025-11-11T01:15:00Z,GB,PHI,Green Bay Packers,Philadelphia Eagles,7,10,True,STATUS_FINAL,Final,False,Lambeau Field,,,,,,,espn_site_scoreboard,2026-04-28T22:54:35.792805+00:00
2025,2,REG,11,11,2025_11_NYJ_NE,401772945,2025-11-14,2025-11-14,01:15Z,2025-11-14T01:15:00Z,2025-11-14T01:15:00Z,NE,NYJ,New England Patriots,New York Jets,27,14,True,STATUS_FINAL,Final,False,Gillette Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582231+00:00
2025,2,REG,11,11,2025_11_WAS_MIA,401772631,2025-11-16,2025-11-16,14:30Z,2025-11-16T14:30:00Z,2025-11-16T14:30:00Z,MIA,WAS,Miami Dolphins,Washington Commanders,16,13,True,STATUS_FINAL,Final/OT,True,Santiago Bernabéu,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582231+00:00
2025,2,REG,11,11,2025_11_CAR_ATL,401772882,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,ATL,CAR,Atlanta Falcons,Carolina Panthers,27,30,True,STATUS_FINAL,Final/OT,False,Mercedes-Benz Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582231+00:00
2025,2,REG,11,11,2025_11_CHI_MIN,401772880,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,MIN,CHI,Minnesota Vikings,Chicago Bears,17,19,True,STATUS_FINAL,Final,False,U.S. Bank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
2025,2,REG,11,11,2025_11_CIN_PIT,401772774,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,PIT,CIN,Pittsburgh Steelers,Cincinnati Bengals,34,12,True,STATUS_FINAL,Final,False,Acrisure Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
2025,2,REG,11,11,2025_11_GB_NYG,401772883,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,NYG,GB,New York Giants,Green Bay Packers,20,27,True,STATUS_FINAL,Final,False,MetLife Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
2025,2,REG,11,11,2025_11_HOU_TEN,401772881,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,TEN,HOU,Tennessee Titans,Houston Texans,13,16,True,STATUS_FINAL,Final,False,Nissan Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
2025,2,REG,11,11,2025_11_LAC_JAX,401772775,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,JAX,LAC,Jacksonville Jaguars,Los Angeles Chargers,35,6,True,STATUS_FINAL,Final,False,EverBank Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
2025,2,REG,11,11,2025_11_TB_BUF,401772776,2025-11-16,2025-11-16,18:00Z,2025-11-16T18:00:00Z,2025-11-16T18:00:00Z,BUF,TB,Buffalo Bills,Tampa Bay Buccaneers,44,32,True,STATUS_FINAL,Final,False,Highmark Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582743+00:00
2025,2,REG,11,11,2025_11_SEA_LAR,401772884,2025-11-16,2025-11-16,21:05Z,2025-11-16T21:05:00Z,2025-11-16T21:05:00Z,LAR,SEA,Los Angeles Rams,Seattle Seahawks,21,19,True,STATUS_FINAL,Final,False,SoFi Stadium,,,,,,,espn_site_scoreboard,2026-04-28T22:54:36.582757+00:00
