season,week,game_id,home_game_date,home_team,away_team,home_points_for,away_points_for,point_diff,winner,home_prior_pf_avg_3,home_prior_pa_avg_3,home_prior_win_pct_3,home_prior_off_epa_per_play_3,home_prior_off_success_rate_3,home_prior_off_pass_rate_3,home_prior_off_expected_pass_rate_3,home_prior_def_success_rate_allowed_3,home_prior_def_epa_per_play_3,home_prior_off_total_plays_3,home_prior_pf_avg_5,home_prior_pa_avg_5,home_prior_win_pct_5,home_prior_off_epa_per_play_5,home_prior_off_success_rate_5,home_prior_off_pass_rate_5,home_prior_off_expected_pass_rate_5,home_prior_def_success_rate_allowed_5,home_prior_def_epa_per_play_5,home_prior_off_total_plays_5,away_prior_pf_avg_3,away_prior_pa_avg_3,away_prior_win_pct_3,away_prior_off_epa_per_play_3,away_prior_off_success_rate_3,away_prior_off_pass_rate_3,away_prior_off_expected_pass_rate_3,away_prior_def_success_rate_allowed_3,away_prior_def_epa_per_play_3,away_prior_off_total_plays_3,away_prior_pf_avg_5,away_prior_pa_avg_5,away_prior_win_pct_5,away_prior_off_epa_per_play_5,away_prior_off_success_rate_5,away_prior_off_pass_rate_5,away_prior_off_expected_pass_rate_5,away_prior_def_success_rate_allowed_5,away_prior_def_epa_per_play_5,away_prior_off_total_plays_5,home_minus_away_pf_avg_3,home_minus_away_pa_avg_3,home_minus_away_win_pct_3,home_minus_away_off_epa_per_play_3,home_minus_away_off_success_rate_3,home_minus_away_off_pass_rate_3,home_minus_away_off_expected_pass_rate_3,home_minus_away_def_success_rate_allowed_3,home_minus_away_def_epa_per_play_3,home_minus_away_off_total_plays_3,home_minus_away_pf_avg_5,home_minus_away_pa_avg_5,home_minus_away_win_pct_5,home_minus_away_off_epa_per_play_5,home_minus_away_off_success_rate_5,home_minus_away_off_pass_rate_5,home_minus_away_off_expected_pass_rate_5,home_minus_away_def_success_rate_allowed_5,home_minus_away_def_epa_per_play_5,home_minus_away_off_total_plays_5,home_moneyline_prob,away_moneyline_prob,moneyline_prob_diff,spread_line,total_line,home_rest,away_rest,rest_diff,home_player_stats_team_qb_pass_yards,home_player_stats_team_qb_pass_tds,home_player_stats_team_qb_completions,home_player_stats_team_qb_attempts,home_player_stats_team_qb_completion_pct,home_player_stats_team_rb_rush_yards,home_player_stats_team_rb_rush_tds,home_player_stats_team_rb_receptions,home_player_stats_team_rb_receiving_yards,home_player_stats_team_wr_targets,home_player_stats_team_wr_receptions,home_player_stats_team_wr_receiving_yards,home_player_stats_team_wr_receiving_tds,away_player_stats_team_qb_pass_yards,away_player_stats_team_qb_pass_tds,away_player_stats_team_qb_completions,away_player_stats_team_qb_attempts,away_player_stats_team_qb_completion_pct,away_player_stats_team_rb_rush_yards,away_player_stats_team_rb_rush_tds,away_player_stats_team_rb_receptions,away_player_stats_team_rb_receiving_yards,away_player_stats_team_wr_targets,away_player_stats_team_wr_receptions,away_player_stats_team_wr_receiving_yards,away_player_stats_team_wr_receiving_tds,has_home_team,home_elo_pre,away_elo_pre,elo_diff_pre,home_elo_post,away_elo_post,home_rolling_pf_3,home_rolling_pa_3,home_rolling_win_pct_3,home_rolling_pf_5,home_rolling_pa_5,home_rolling_win_pct_5,home_rolling_pf_10,home_rolling_pa_10,home_rolling_win_pct_10,away_rolling_pf_3,away_rolling_pa_3,away_rolling_win_pct_3,away_rolling_pf_5,away_rolling_pa_5,away_rolling_win_pct_5,away_rolling_pf_10,away_rolling_pa_10,away_rolling_win_pct_10,home_win
2016,15,2016_15_DET_NYG,2016-12-18,NYG,DET,17.0,6.0,11.0,NYG,17.0,14.666666666666666,0.6666666666666666,,,,,,,,18.8,16.0,0.8,,,,,,,,21.333333333333332,14.333333333333334,1.0,,,,,,,,22.4,15.6,1.0,,,,,,,,-4.333333333333332,0.33333333333333215,-0.33333333333333337,,,,,,,,-3.599999999999998,0.40000000000000036,-0.19999999999999996,,,,,,,,0.6621621621621622,0.36231884057971014,0.299843321582452,4.0,42.5,7,7,0,201.0,2.0,20.0,28.0,0.7142857142857143,105.0,0.0,2.0,9.0,23.0,18.0,192.0,2.0,273.0,0.0,24.0,39.0,0.6153846153846154,43.0,0.0,6.0,61.0,29.0,18.0,212.0,0.0,True,1565.3324600059127,1571.6568889226057,-6.324428916693023,1581.623678555917,1555.3656703726015,17.0,14.666666666666666,0.6666666666666666,18.8,16.0,0.8,19.2,18.3,0.7,21.333333333333332,14.333333333333334,1.0,22.4,15.6,1.0,21.4,18.3,0.8,True
2016,15,2016_15_GB_CHI,2016-12-18,CHI,GB,27.0,30.0,-3.0,GB,21.333333333333332,17.666666666666668,0.3333333333333333,,,,,,,,18.0,22.2,0.2,,,,,,,,28.666666666666668,12.0,1.0,,,,,,,,27.0,25.0,0.6,,,,,,,,-7.333333333333336,5.666666666666668,-0.6666666666666667,,,,,,,,-9.0,-2.8000000000000007,-0.39999999999999997,,,,,,,,0.33222591362126247,0.6923076923076923,-0.3600817786864298,-4.5,40.0,7,7,0,362.0,2.0,30.0,43.0,0.6976744186046512,95.0,1.0,5.0,41.0,38.0,25.0,321.0,2.0,252.0,0.0,19.0,31.0,0.6129032258064516,45.0,1.0,0.0,0.0,30.0,19.0,252.0,0.0,True,1415.0164577856387,1517.8376012246283,-102.82114343898957,1403.61798684122,1529.236072169047,21.333333333333332,17.666666666666668,0.3333333333333333,18.0,22.2,0.2,17.6,20.7,0.3,28.666666666666668,12.0,1.0,27.0,25.0,0.6,25.8,24.5,0.5,False
2016,15,2016_15_IND_MIN,2016-12-18,MIN,IND,6.0,34.0,-28.0,IND,17.666666666666668,16.333333333333332,0.3333333333333333,,,,,,,,20.6,19.8,0.4,,,,,,,,21.666666666666668,20.0,0.3333333333333333,,,,,,,,24.0,20.6,0.6,,,,,,,,-4.0,-3.666666666666668,0.0,,,,,,,,-3.3999999999999986,-0.8000000000000007,-0.19999999999999996,,,,,,,,0.7050147492625368,0.3194888178913738,0.38552593137116303,5.0,44.5,7,7,0,291.0,0.0,32.0,42.0,0.7619047619047619,34.0,0.0,16.0,129.0,23.0,16.0,162.0,0.0,250.0,2.0,21.0,28.0,0.75,153.0,2.0,6.0,36.0,22.0,15.0,214.0,2.0,True,1502.9871428069484,1488.2169477355396,14.770195071408807,1486.3073596557863,1504.8967308867018,17.666666666666668,16.333333333333332,0.3333333333333333,20.6,19.8,0.4,19.4,18.5,0.4,21.666666666666668,20.0,0.3333333333333333,24.0,20.6,0.6,24.7,23.8,0.5,False
2016,15,2016_15_JAX_HOU,2016-12-18,HOU,JAX,21.0,20.0,1.0,HOU,16.0,19.666666666666668,0.3333333333333333,,,,,,,,18.4,21.4,0.4,,,,,,,,15.666666666666666,24.333333333333332,0.0,,,,,,,,17.4,24.6,0.0,,,,,,,,0.3333333333333339,-4.666666666666664,0.3333333333333333,,,,,,,,1.0,-3.200000000000003,0.4,,,,,,,,0.6491228070175439,0.37593984962406013,0.27318295739348375,3.5,39.5,7,7,0,308.0,0.0,29.0,47.0,0.6170212765957447,82.0,1.0,5.0,42.0,41.0,24.0,266.0,0.0,92.0,0.0,12.0,28.0,0.42857142857142855,72.0,0.0,5.0,34.0,20.0,7.0,58.0,0.0,True,1508.8856135298927,1386.899270374713,121.98634315517961,1519.4879322650954,1376.2969516395103,16.0,19.666666666666668,0.3333333333333333,18.4,21.4,0.4,18.7,22.1,0.5,15.666666666666666,24.333333333333332,0.0,17.4,24.6,0.0,18.6,25.4,0.2,True
2016,15,2016_15_LA_SEA,2016-12-15,SEA,LAR,24.0,3.0,21.0,SEA,18.333333333333332,19.666666666666668,0.3333333333333333,,,,,,,,22.4,19.6,0.6,,,,,,,,15.0,39.0,0.0,,,,,,,,12.8,27.4,0.2,,,,,,,,3.333333333333332,-19.333333333333332,0.3333333333333333,,,,,,,,9.599999999999998,-7.799999999999997,0.39999999999999997,,,,,,,,0.9166666666666666,0.10775862068965517,0.8089080459770115,15.0,39.5,4,4,0,229.0,3.0,19.0,26.0,0.7307692307692307,34.0,0.0,2.0,5.0,21.0,16.0,215.0,3.0,,,,,,,,,,,,,,True,1545.969305288205,1427.9345112092028,118.03479407900227,1556.7335033617208,1417.1703131356871,18.333333333333332,19.666666666666668,0.3333333333333333,22.4,19.6,0.6,22.2,19.5,0.6,15.0,39.0,0.0,12.8,27.4,0.2,14.8,24.1,0.2,True
2016,15,2016_15_MIA_NYJ,2016-12-17,NYJ,MIA,13.0,34.0,-21.0,MIA,16.666666666666668,26.666666666666668,0.3333333333333333,,,,,,,,15.8,23.2,0.2,,,,,,,,21.0,28.333333333333332,0.6666666666666666,,,,,,,,21.6,23.8,0.8,,,,,,,,-4.333333333333332,-1.6666666666666643,-0.3333333333333333,,,,,,,,-5.800000000000001,-0.6000000000000014,-0.6000000000000001,,,,,,,,0.4329004329004329,0.5918367346938775,-0.15893630179344465,-2.5,40.0,6,6,0,266.0,1.0,25.0,46.0,0.5434782608695652,105.0,0.0,12.0,85.0,32.0,13.0,181.0,1.0,236.0,4.0,12.0,18.0,0.6666666666666666,67.0,0.0,0.0,0.0,17.0,12.0,236.0,4.0,True,1432.4032258635061,1542.6959808010863,-110.29275493758018,1421.3183879473877,1553.7808187172047,16.666666666666668,26.666666666666668,0.3333333333333333,15.8,23.2,0.2,16.7,24.6,0.3,21.0,28.333333333333332,0.6666666666666666,21.6,23.8,0.8,21.7,23.4,0.7,False
2016,15,2016_15_NE_DEN,2016-12-18,DEN,NE,3.0,16.0,-13.0,NE,19.0,17.666666666666668,0.3333333333333333,,,,,,,,20.4,21.2,0.4,,,,,,,,26.0,16.666666666666668,1.0,,,,,,,,26.4,19.6,0.8,,,,,,,,-7.0,1.0,-0.6666666666666667,,,,,,,,-6.0,1.5999999999999979,-0.4,,,,,,,,0.423728813559322,0.6,-0.17627118644067796,-3.0,43.5,7,6,1,282.0,0.0,25.0,40.0,0.625,54.0,0.0,6.0,32.0,31.0,19.0,250.0,0.0,188.0,0.0,16.0,32.0,0.5,137.0,1.0,5.0,33.0,19.0,10.0,142.0,0.0,True,1526.362224484148,1605.9541340822054,-79.59190959805733,1513.964766949684,1618.3515916166696,19.0,17.666666666666668,0.3333333333333333,20.4,21.2,0.4,21.2,18.5,0.5,26.0,16.666666666666668,1.0,26.4,19.6,0.8,26.8,18.5,0.8,False
2016,15,2016_15_NO_ARI,2016-12-18,ARI,NO,41.0,48.0,-7.0,NO,24.333333333333332,29.0,0.3333333333333333,,,,,,,,24.0,27.4,0.4,,,,,,,,24.333333333333332,21.666666666666668,0.3333333333333333,,,,,,,,23.2,22.6,0.2,,,,,,,,0.0,7.333333333333332,0.0,,,,,,,,0.8000000000000007,4.799999999999997,0.2,,,,,,,,0.6062992125984252,0.41841004184100417,0.18788917075742106,3.0,48.5,7,7,0,318.0,2.0,28.0,40.0,0.7,116.0,3.0,5.0,64.0,34.0,23.0,254.0,2.0,389.0,4.0,37.0,48.0,0.7708333333333334,131.0,2.0,10.0,55.0,34.0,25.0,333.0,3.0,True,1471.4126808679398,1462.5614439040037,8.851236963936117,1455.0051545028803,1478.9689702690632,24.333333333333332,29.0,0.3333333333333333,24.0,27.4,0.4,22.0,21.4,0.4,24.333333333333332,21.666666666666668,0.3333333333333333,23.2,22.6,0.2,27.9,25.5,0.5,False
2016,15,2016_15_OAK_SD,2016-12-18,LAC,LV,16.0,19.0,-3.0,LV,19.333333333333332,23.0,0.3333333333333333,,,,,,,,25.0,27.0,0.4,,,,,,,,28.666666666666668,25.666666666666668,0.6666666666666666,,,,,,,,28.6,23.4,0.8,,,,,,,,-9.333333333333336,-2.666666666666668,-0.3333333333333333,,,,,,,,-3.6000000000000014,3.6000000000000014,-0.4,,,,,,,,0.46296296296296297,0.5614035087719298,-0.09844054580896683,-2.5,49.5,7,10,-3,206.0,2.0,17.0,30.0,0.5666666666666667,73.0,0.0,2.0,14.0,26.0,15.0,192.0,2.0,213.0,1.0,19.0,30.0,0.6333333333333333,140.0,0.0,7.0,47.0,20.0,12.0,166.0,1.0,True,1465.167299979843,1592.065717181834,-126.89841720199115,1454.7644812580913,1602.4685359035857,19.333333333333332,23.0,0.3333333333333333,25.0,27.0,0.4,26.3,27.4,0.4,28.666666666666668,25.666666666666668,0.6666666666666666,28.6,23.4,0.8,27.8,24.1,0.8,False
2016,15,2016_15_PHI_BAL,2016-12-18,BAL,PHI,27.0,26.0,1.0,BAL,26.666666666666668,16.666666666666668,0.6666666666666666,,,,,,,,25.0,16.8,0.6,,,,,,,,16.333333333333332,28.666666666666668,0.0,,,,,,,,17.6,25.4,0.2,,,,,,,,10.333333333333336,-12.0,0.6666666666666666,,,,,,,,7.399999999999999,-8.599999999999998,0.39999999999999997,,,,,,,,0.6923076923076923,0.33222591362126247,0.3600817786864298,5.0,41.0,6,7,-1,206.0,2.0,16.0,30.0,0.5333333333333333,113.0,1.0,4.0,45.0,20.0,9.0,146.0,2.0,170.0,0.0,22.0,42.0,0.5238095238095238,156.0,1.0,5.0,36.0,33.0,17.0,134.0,0.0,True,1510.0851224572596,1453.2119151592306,56.873207298029,1523.489160124203,1439.8078774922872,26.666666666666668,16.666666666666668,0.6666666666666666,25.0,16.8,0.6,22.2,19.3,0.4,16.333333333333332,28.666666666666668,0.0,17.6,25.4,0.2,19.8,24.5,0.2,True
2016,15,2016_15_PIT_CIN,2016-12-18,CIN,PIT,20.0,24.0,-4.0,PIT,23.0,14.333333333333334,0.6666666666666666,,,,,,,,20.2,16.0,0.4,,,,,,,,26.333333333333332,13.666666666666666,1.0,,,,,,,,26.6,17.0,0.8,,,,,,,,-3.333333333333332,0.6666666666666679,-0.33333333333333337,,,,,,,,-6.400000000000002,-1.0,-0.4,,,,,,,,0.4166666666666667,0.6078431372549019,-0.19117647058823523,-3.0,45.5,7,7,0,157.0,0.0,16.0,27.0,0.5925925925925926,75.0,1.0,3.0,26.0,19.0,13.0,131.0,0.0,286.0,1.0,21.0,36.0,0.5833333333333334,93.0,0.0,5.0,38.0,27.0,16.0,248.0,1.0,True,1472.7712868126857,1541.7973927711303,-69.02610595844453,1459.9088833264846,1554.6597962573314,23.0,14.333333333333334,0.6666666666666666,20.2,16.0,0.4,21.2,19.4,0.4,26.333333333333332,13.666666666666666,1.0,26.6,17.0,0.8,25.2,19.0,0.6,False
2016,15,2016_15_SF_ATL,2016-12-18,ATL,SF,41.0,13.0,28.0,ATL,36.0,20.666666666666668,0.6666666666666666,,,,,,,,33.2,22.8,0.6,,,,,,,,15.666666666666666,26.666666666666668,0.0,,,,,,,,16.8,26.6,0.0,,,,,,,,20.333333333333336,-6.0,0.6666666666666666,,,,,,,,16.400000000000002,-3.8000000000000007,0.6,,,,,,,,0.9,0.12437810945273632,0.7756218905472637,13.5,51.5,7,7,0,302.0,2.0,18.0,24.0,0.75,249.0,3.0,4.0,24.0,19.0,14.0,278.0,2.0,183.0,2.0,20.0,33.0,0.6060606060606061,86.0,0.0,1.0,6.0,30.0,19.0,177.0,2.0,True,1536.5264997135168,1352.7671851541133,183.7593145594035,1544.7738406567978,1344.5198442108324,36.0,20.666666666666668,0.6666666666666666,33.2,22.8,0.6,32.4,25.4,0.6,15.666666666666666,26.666666666666668,0.0,16.8,26.6,0.0,17.8,31.0,0.0,True
2016,15,2016_15_TB_DAL,2016-12-18,DAL,TB,26.0,20.0,6.0,DAL,18.333333333333332,17.0,0.6666666666666666,,,,,,,,23.4,19.6,0.8,,,,,,,,19.333333333333332,12.333333333333334,1.0,,,,,,,,22.6,12.8,1.0,,,,,,,,-1.0,4.666666666666666,-0.33333333333333337,,,,,,,,0.7999999999999972,6.800000000000001,-0.19999999999999996,,,,,,,,0.7468354430379747,0.2777777777777778,0.4690576652601969,7.0,47.5,7,7,0,279.0,0.0,32.0,36.0,0.8888888888888888,169.0,1.0,6.0,47.0,30.0,26.0,232.0,0.0,247.0,2.0,17.0,35.0,0.4857142857142857,46.0,0.0,3.0,15.0,28.0,14.0,232.0,2.0,True,1610.1153297479066,1552.9964187843884,57.11891096351815,1623.5083514700418,1539.6033970622532,18.333333333333332,17.0,0.6666666666666666,23.4,19.6,0.8,26.3,17.8,0.9,19.333333333333332,12.333333333333334,1.0,22.6,12.8,1.0,22.3,19.5,0.7,True
2016,15,2016_15_TEN_KC,2016-12-18,KC,TEN,17.0,19.0,-2.0,TEN,26.666666666666668,22.666666666666668,1.0,,,,,,,,23.4,20.8,0.8,,,,,,,,19.0,18.333333333333332,0.6666666666666666,,,,,,,,27.8,24.6,0.6,,,,,,,,7.666666666666668,4.333333333333336,0.33333333333333337,,,,,,,,-4.400000000000002,-3.8000000000000007,0.20000000000000007,,,,,,,,0.7076023391812866,0.31645569620253167,0.3911466429787549,6.0,43.0,10,7,3,163.0,0.0,15.0,28.0,0.5357142857142857,74.0,0.0,3.0,25.0,24.0,12.0,138.0,0.0,241.0,0.0,19.0,33.0,0.5757575757575758,150.0,2.0,5.0,52.0,23.0,14.0,189.0,0.0,True,1599.026617245817,1513.180991180077,85.84562606574013,1579.151813622515,1533.055794803379,26.666666666666668,22.666666666666668,1.0,23.4,20.8,0.8,23.3,20.6,0.8,19.0,18.333333333333332,0.6666666666666666,27.8,24.6,0.6,27.9,24.9,0.6,False
2016,16,2016_16_ARI_SEA,2016-12-24,SEA,ARI,31.0,34.0,-3.0,ARI,24.666666666666668,16.0,0.6666666666666666,,,,,,,,21.0,15.4,0.6,,,,,,,,31.666666666666668,32.333333333333336,0.3333333333333333,,,,,,,,27.6,33.0,0.2,,,,,,,,-7.0,-16.333333333333336,0.3333333333333333,,,,,,,,-6.600000000000001,-17.6,0.39999999999999997,,,,,,,,0.7916666666666666,0.23255813953488372,0.5591085271317829,9.0,43.5,9,6,3,350.0,4.0,29.0,45.0,0.6444444444444445,36.0,0.0,4.0,19.0,39.0,25.0,331.0,4.0,284.0,1.0,16.0,26.0,0.6153846153846154,95.0,3.0,5.0,47.0,19.0,11.0,237.0,1.0,True,1556.7335033617208,1455.0051545028803,101.72834885884049,1536.178178553583,1475.560479311018,24.666666666666668,16.0,0.6666666666666666,21.0,15.4,0.6,21.9,18.1,0.6,31.666666666666668,32.333333333333336,0.3333333333333333,27.6,33.0,0.2,24.8,24.5,0.4,False
2016,16,2016_16_ATL_CAR,2016-12-24,CAR,ATL,16.0,33.0,-17.0,ATL,20.333333333333332,23.666666666666668,0.6666666666666666,,,,,,,,23.2,25.2,0.6,,,,,,,,37.0,18.666666666666668,0.6666666666666666,,,,,,,,32.8,19.8,0.6,,,,,,,,-16.666666666666668,5.0,0.0,,,,,,,,-9.599999999999998,5.399999999999999,0.0,,,,,,,,0.423728813559322,0.6,-0.17627118644067796,-3.0,48.5,5,6,-1,198.0,1.0,18.0,43.0,0.4186046511627907,80.0,0.0,2.0,16.0,38.0,16.0,182.0,1.0,277.0,2.0,27.0,33.0,0.8181818181818182,143.0,1.0,12.0,86.0,20.0,14.0,190.0,1.0,True,1493.420373305593,1544.7738406567978,-51.3534673512047,1479.7682149921654,1558.4259989702255,20.333333333333332,23.666666666666668,0.6666666666666666,23.2,25.2,0.6,22.8,23.4,0.5,37.0,18.666666666666668,0.6666666666666666,32.8,19.8,0.6,31.7,23.4,0.6,False
2016,16,2016_16_BAL_PIT,2016-12-25,PIT,BAL,31.0,27.0,4.0,PIT,25.0,18.0,1.0,,,,,,,,25.4,14.0,1.0,,,,,,,,29.333333333333332,20.666666666666668,0.6666666666666666,,,,,,,,24.8,20.6,0.6,,,,,,,,-4.333333333333332,-2.666666666666668,0.33333333333333337,,,,,,,,0.5999999999999979,-6.600000000000001,0.4,,,,,,,,0.7142857142857143,0.3105590062111801,0.4037267080745342,5.5,46.5,7,7,0,279.0,3.0,24.0,33.0,0.7272727272727273,122.0,1.0,3.0,15.0,26.0,21.0,264.0,2.0,262.0,1.0,30.0,44.0,0.6818181818181818,84.0,0.0,4.0,29.0,35.0,24.0,223.0,1.0,True,1554.6597962573314,1523.489160124203,31.170636133128482,1569.2281744043828,1508.9207819771516,25.0,18.0,1.0,25.4,14.0,1.0,23.3,19.6,0.6,29.333333333333332,20.666666666666668,0.6666666666666666,24.8,20.6,0.6,22.2,19.1,0.5,True
2016,16,2016_16_CIN_HOU,2016-12-24,HOU,CIN,12.0,10.0,2.0,HOU,18.666666666666668,19.333333333333332,0.6666666666666666,,,,,,,,17.8,21.2,0.4,,,,,,,,25.0,16.0,0.6666666666666666,,,,,,,,20.2,16.6,0.4,,,,,,,,-6.333333333333332,3.333333333333332,0.0,,,,,,,,-2.3999999999999986,4.599999999999998,0.0,,,,,,,,0.6062992125984252,0.41841004184100417,0.18788917075742106,3.0,41.5,6,6,0,176.0,0.0,18.0,29.0,0.6206896551724138,79.0,1.0,6.0,45.0,23.0,12.0,131.0,0.0,268.0,1.0,28.0,41.0,0.6829268292682927,50.0,0.0,4.0,25.0,37.0,24.0,243.0,1.0,True,1519.4879322650954,1459.9088833264846,59.57904893861087,1532.7707971165548,1446.6260184750251,18.666666666666668,19.333333333333332,0.6666666666666666,17.8,21.2,0.4,18.1,22.1,0.5,25.0,16.0,0.6666666666666666,20.2,16.6,0.4,21.0,21.1,0.3,True
2016,16,2016_16_DEN_KC,2016-12-25,KC,DEN,33.0,10.0,23.0,KC,22.333333333333332,20.0,0.6666666666666666,,,,,,,,22.8,21.2,0.6,,,,,,,,11.0,13.0,0.3333333333333333,,,,,,,,17.0,18.4,0.4,,,,,,,,11.333333333333332,7.0,0.3333333333333333,,,,,,,,5.800000000000001,2.8000000000000007,0.19999999999999996,,,,,,,,0.6551724137931034,0.36900369003690037,0.28616872375620306,3.5,38.5,7,7,0,244.0,1.0,25.0,36.0,0.6944444444444444,97.0,0.0,3.0,23.0,33.0,23.0,223.0,2.0,183.0,0.0,17.0,43.0,0.3953488372093023,57.0,1.0,6.0,44.0,28.0,11.0,139.0,0.0,True,1579.151813622515,1513.964766949684,65.187046672831,1592.1845758478892,1500.9320047243098,22.333333333333332,20.0,0.6666666666666666,22.8,21.2,0.6,23.6,18.2,0.8,11.0,13.0,0.3333333333333333,17.0,18.4,0.4,18.8,19.4,0.4,True
2016,16,2016_16_DET_DAL,2016-12-26,DAL,DET,42.0,21.0,21.0,DAL,16.666666666666668,15.0,0.6666666666666666,,,,,,,,21.6,17.6,0.8,,,,,,,,18.0,15.666666666666666,0.6666666666666666,,,,,,,,19.2,15.8,0.8,,,,,,,,-1.3333333333333321,-0.6666666666666661,0.0,,,,,,,,2.400000000000002,1.8000000000000007,0.0,,,,,,,,0.7368421052631579,0.28735632183908044,0.4494857834240774,6.5,47.0,8,8,0,212.0,3.0,15.0,20.0,0.75,129.0,2.0,1.0,12.0,19.0,15.0,210.0,4.0,260.0,0.0,26.0,46.0,0.5652173913043478,89.0,2.0,3.0,29.0,40.0,23.0,231.0,0.0,True,1623.5083514700418,1555.3656703726015,68.14268109744035,1636.409893127181,1542.4641287154623,16.666666666666668,15.0,0.6666666666666666,21.6,17.6,0.8,26.5,18.1,0.9,18.0,15.666666666666666,0.6666666666666666,19.2,15.8,0.8,20.6,18.3,0.8,True
2016,16,2016_16_IND_OAK,2016-12-24,LV,IND,33.0,25.0,8.0,LV,23.333333333333332,20.333333333333332,0.6666666666666666,,,,,,,,26.4,22.6,0.8,,,,,,,,30.666666666666668,12.666666666666666,0.6666666666666666,,,,,,,,24.6,16.6,0.6,,,,,,,,-7.333333333333336,7.666666666666666,0.0,,,,,,,,1.7999999999999972,6.0,0.20000000000000007,,,,,,,,0.635036496350365,0.38910505836575876,0.2459314379846062,3.5,52.0,6,6,0,261.0,3.0,23.0,34.0,0.6764705882352942,205.0,2.0,6.0,42.0,27.0,17.0,219.0,2.0,288.0,2.0,19.0,29.0,0.6551724137931034,90.0,0.0,3.0,23.0,25.0,16.0,265.0,1.0,True,1602.4685359035857,1504.8967308867018,97.5718050168839,1614.0897038519167,1493.2755629383707,23.333333333333332,20.333333333333332,0.6666666666666666,26.4,22.6,0.8,26.9,23.0,0.8,30.666666666666668,12.666666666666666,0.6666666666666666,24.6,16.6,0.6,25.4,21.4,0.6,True
2016,16,2016_16_MIA_BUF,2016-12-24,BUF,MIA,31.0,34.0,-3.0,MIA,25.666666666666668,26.0,0.3333333333333333,,,,,,,,24.2,22.2,0.6,,,,,,,,22.0,24.666666666666668,0.6666666666666666,,,,,,,,22.2,21.6,0.8,,,,,,,,3.666666666666668,1.3333333333333321,-0.3333333333333333,,,,,,,,2.0,0.5999999999999979,-0.20000000000000007,,,,,,,,0.6875,0.3367003367003367,0.3507996632996633,4.5,44.5,6,7,-1,329.0,3.0,26.0,39.0,0.6666666666666666,211.0,1.0,5.0,17.0,31.0,19.0,298.0,3.0,233.0,2.0,16.0,30.0,0.5333333333333333,262.0,2.0,3.0,54.0,25.0,13.0,179.0,2.0,True,1497.1733977238787,1553.7808187172047,-56.60742099332606,1483.7574408752953,1567.1967755657881,25.666666666666668,26.0,0.3333333333333333,24.2,22.2,0.6,27.1,24.6,0.5,22.0,24.666666666666668,0.6666666666666666,22.2,21.6,0.8,24.4,22.5,0.8,False
2016,16,2016_16_MIN_GB,2016-12-24,GB,MIN,38.0,25.0,13.0,GB,29.666666666666668,16.666666666666668,1.0,,,,,,,,28.0,21.0,0.8,,,,,,,,15.333333333333334,22.333333333333332,0.3333333333333333,,,,,,,,17.8,21.4,0.4,,,,,,,,14.333333333333334,-5.666666666666664,0.6666666666666667,,,,,,,,10.2,-0.3999999999999986,0.4,,,,,,,,0.726027397260274,0.29850746268656714,0.42751993457370685,6.0,44.5,6,6,0,347.0,4.0,28.0,39.0,0.717948717948718,4.0,0.0,1.0,1.0,38.0,27.0,346.0,4.0,382.0,3.0,34.0,50.0,0.68,84.0,0.0,10.0,78.0,36.0,24.0,304.0,3.0,True,1529.236072169047,1486.3073596557863,42.928712513260734,1543.2691313366768,1472.2743004881565,29.666666666666668,16.666666666666668,1.0,28.0,21.0,0.8,26.5,25.6,0.5,15.333333333333334,22.333333333333332,0.3333333333333333,17.8,21.4,0.4,17.6,20.9,0.3,True
2016,16,2016_16_NYG_PHI,2016-12-22,PHI,NYG,24.0,19.0,5.0,PHI,20.666666666666668,28.666666666666668,0.0,,,,,,,,18.0,27.8,0.0,,,,,,,,13.666666666666666,12.333333333333334,0.6666666666666666,,,,,,,,18.0,13.2,0.8,,,,,,,,7.000000000000002,16.333333333333336,-0.6666666666666666,,,,,,,,0.0,14.600000000000001,-0.8,,,,,,,,0.5575221238938053,0.4672897196261682,0.09023240426763707,2.0,42.5,4,4,0,168.0,1.0,14.0,25.0,0.56,86.0,1.0,3.0,39.0,20.0,11.0,129.0,1.0,356.0,1.0,38.0,63.0,0.6031746031746031,112.0,0.0,6.0,29.0,54.0,32.0,327.0,1.0,True,1439.8078774922872,1581.623678555917,-141.8158010636298,1461.9986795734033,1559.4328764748009,20.666666666666668,28.666666666666668,0.0,18.0,27.8,0.0,20.1,24.8,0.2,13.666666666666666,12.333333333333334,0.6666666666666666,18.0,13.2,0.8,19.9,16.5,0.8,True
