season,week,game_id,home_game_date,home_team,away_team,home_points_for,away_points_for,point_diff,winner,home_prior_pf_avg_3,home_prior_pa_avg_3,home_prior_win_pct_3,home_prior_away_moneyline_3,home_prior_home_moneyline_3,home_prior_spread_line_3,home_prior_total_line_3,home_prior_away_rest_3,home_prior_home_rest_3,home_prior_temp_3,home_prior_wind_3,home_prior_off_epa_per_play_3,home_prior_off_success_rate_3,home_prior_off_explosive_rate_3,home_prior_off_turnover_rate_3,home_prior_def_success_rate_allowed_3,home_prior_def_explosive_rate_allowed_3,home_prior_def_epa_per_play_3,home_prior_def_takeaway_rate_3,home_prior_pf_avg_5,home_prior_pa_avg_5,home_prior_win_pct_5,home_prior_away_moneyline_5,home_prior_home_moneyline_5,home_prior_spread_line_5,home_prior_total_line_5,home_prior_away_rest_5,home_prior_home_rest_5,home_prior_temp_5,home_prior_wind_5,home_prior_off_epa_per_play_5,home_prior_off_success_rate_5,home_prior_off_explosive_rate_5,home_prior_off_turnover_rate_5,home_prior_def_success_rate_allowed_5,home_prior_def_explosive_rate_allowed_5,home_prior_def_epa_per_play_5,home_prior_def_takeaway_rate_5,away_prior_pf_avg_3,away_prior_pa_avg_3,away_prior_win_pct_3,away_prior_away_moneyline_3,away_prior_home_moneyline_3,away_prior_spread_line_3,away_prior_total_line_3,away_prior_away_rest_3,away_prior_home_rest_3,away_prior_temp_3,away_prior_wind_3,away_prior_off_epa_per_play_3,away_prior_off_success_rate_3,away_prior_off_explosive_rate_3,away_prior_off_turnover_rate_3,away_prior_def_success_rate_allowed_3,away_prior_def_explosive_rate_allowed_3,away_prior_def_epa_per_play_3,away_prior_def_takeaway_rate_3,away_prior_pf_avg_5,away_prior_pa_avg_5,away_prior_win_pct_5,away_prior_away_moneyline_5,away_prior_home_moneyline_5,away_prior_spread_line_5,away_prior_total_line_5,away_prior_away_rest_5,away_prior_home_rest_5,away_prior_temp_5,away_prior_wind_5,away_prior_off_epa_per_play_5,away_prior_off_success_rate_5,away_prior_off_explosive_rate_5,away_prior_off_turnover_rate_5,away_prior_def_success_rate_allowed_5,away_prior_def_explosive_rate_allowed_5,away_prior_def_epa_per_play_5,away_prior_def_takeaway_rate_5,home_minus_away_pf_avg_3,home_minus_away_pa_avg_3,home_minus_away_win_pct_3,home_minus_away_away_moneyline_3,home_minus_away_home_moneyline_3,home_minus_away_spread_line_3,home_minus_away_total_line_3,home_minus_away_away_rest_3,home_minus_away_home_rest_3,home_minus_away_temp_3,home_minus_away_wind_3,home_minus_away_off_epa_per_play_3,home_minus_away_off_success_rate_3,home_minus_away_off_explosive_rate_3,home_minus_away_off_turnover_rate_3,home_minus_away_def_success_rate_allowed_3,home_minus_away_def_explosive_rate_allowed_3,home_minus_away_def_epa_per_play_3,home_minus_away_def_takeaway_rate_3,home_minus_away_pf_avg_5,home_minus_away_pa_avg_5,home_minus_away_win_pct_5,home_minus_away_away_moneyline_5,home_minus_away_home_moneyline_5,home_minus_away_spread_line_5,home_minus_away_total_line_5,home_minus_away_away_rest_5,home_minus_away_home_rest_5,home_minus_away_temp_5,home_minus_away_wind_5,home_minus_away_off_epa_per_play_5,home_minus_away_off_success_rate_5,home_minus_away_off_explosive_rate_5,home_minus_away_off_turnover_rate_5,home_minus_away_def_success_rate_allowed_5,home_minus_away_def_explosive_rate_allowed_5,home_minus_away_def_epa_per_play_5,home_minus_away_def_takeaway_rate_5,game_type,home_moneyline_prob,away_moneyline_prob,moneyline_prob_diff,home_moneyline_prob_norm,away_moneyline_prob_norm,moneyline_prob_norm_diff,spread_line,total_line,home_rest,away_rest,rest_diff,neutral_site,roof,surface,temp,wind,kickoff,kickoff_hour_utc,travel_distance_km,home_player_team_qb_pass_yards,home_player_team_qb_pass_tds,home_player_team_qb_completions,home_player_team_qb_attempts,home_player_team_qb_completion_pct,home_player_team_rb_rush_yards,home_player_team_rb_rush_tds,home_player_team_rb_receptions,home_player_team_rb_receiving_yards,home_player_team_wr_targets,home_player_team_wr_receptions,home_player_team_wr_receiving_yards,home_player_team_wr_receiving_tds,away_player_team_qb_pass_yards,away_player_team_qb_pass_tds,away_player_team_qb_completions,away_player_team_qb_attempts,away_player_team_qb_completion_pct,away_player_team_rb_rush_yards,away_player_team_rb_rush_tds,away_player_team_rb_receptions,away_player_team_rb_receiving_yards,away_player_team_wr_targets,away_player_team_wr_receptions,away_player_team_wr_receiving_yards,away_player_team_wr_receiving_tds,game_date_parsed,game_day_of_week,is_weekend,has_home_team,is_regular_season,is_playoff,time_key,home_elo_pre,away_elo_pre,elo_diff_pre,home_qb_completion_pct,away_qb_completion_pct,home_win,home_team_ARI,home_team_ATL,home_team_BAL,home_team_BUF,home_team_CAR,home_team_CHI,home_team_CIN,home_team_CLE,home_team_DAL,home_team_DEN,home_team_DET,home_team_GB,home_team_HOU,home_team_IND,home_team_JAX,home_team_KC,home_team_LAC,home_team_LAR,home_team_LV,home_team_MIA,home_team_MIN,home_team_NE,home_team_NO,home_team_NYG,home_team_NYJ,home_team_PHI,home_team_PIT,home_team_SEA,home_team_SF,home_team_TB,home_team_TEN,home_team_WAS,away_team_ARI,away_team_ATL,away_team_BAL,away_team_BUF,away_team_CAR,away_team_CHI,away_team_CIN,away_team_CLE,away_team_DAL,away_team_DEN,away_team_DET,away_team_GB,away_team_HOU,away_team_IND,away_team_JAX,away_team_KC,away_team_LAC,away_team_LAR,away_team_LV,away_team_MIA,away_team_MIN,away_team_NE,away_team_NO,away_team_NYG,away_team_NYJ,away_team_PHI,away_team_PIT,away_team_SEA,away_team_SF,away_team_TB,away_team_TEN,away_team_WAS,actual_winner,home_vs_away_prior_games,home_vs_away_prior_wins,home_vs_away_prior_losses,home_vs_away_prior_dom,home_vs_away_prior_win_pct,away_vs_home_prior_games,away_vs_home_prior_wins,away_vs_home_prior_losses,away_vs_home_prior_dom,away_vs_home_prior_win_pct
2016,1,2016_01_BUF_BAL,2016-09-11,BAL,BUF,13.0,7.0,6.0,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.6254681647940075,0.398406374501992,0.22706179029201545,0.6108836002739845,0.38911639972601536,0.2217672005479691,3.0,44.5,7.0,7.0,0.0,,outdoors,grass,84.0,8.0,,,,258.0,1.0,22.0,33.0,0.6666666666666666,73.0,0.0,4.0,21.0,25.0,16.0,216.0,1.0,111.0,0.0,15.0,22.0,0.6818181818181818,54.0,1.0,5.0,8.0,16.0,10.0,103.0,0.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.6666666666666666,0.6818181818181818,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BAL,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_CAR_DEN,2016-09-08,DEN,CAR,21.0,20.0,1.0,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.423728813559322,0.6,-0.17627118644067796,0.413907284768212,0.5860927152317882,-0.1721854304635762,-3.0,40.5,7.0,7.0,0.0,,outdoors,grass,85.0,10.0,,,,178.0,1.0,18.0,26.0,0.6923076923076923,100.0,1.0,5.0,53.0,20.0,13.0,125.0,0.0,194.0,1.0,18.0,33.0,0.5454545454545454,77.0,0.0,1.0,4.0,28.0,16.0,189.0,1.0,2016-09-08,3,False,True,True,False,201601,1500.0,1500.0,0.0,0.6923076923076923,0.5454545454545454,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DEN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_CHI_HOU,2016-09-11,HOU,CHI,23.0,14.0,9.0,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.7014925373134329,0.3225806451612903,0.37891189215214255,0.685002350728726,0.3149976492712741,0.37000470145745185,5.5,43.0,7.0,7.0,0.0,,closed,fieldturf,,,,,,231.0,2.0,22.0,35.0,0.6285714285714286,113.0,0.0,5.0,16.0,29.0,17.0,215.0,2.0,216.0,1.0,16.0,29.0,0.5517241379310345,61.0,1.0,2.0,6.0,24.0,14.0,210.0,1.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.6285714285714286,0.5517241379310345,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,HOU,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_CIN_NYJ,2016-09-11,NYJ,CIN,22.0,23.0,-1.0,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.5391705069124424,0.4854368932038835,0.05373361370855889,0.5262215623771888,0.47377843762281124,0.05244312475437751,1.0,42.0,7.0,7.0,0.0,,outdoors,fieldturf,79.0,17.0,,,,189.0,2.0,19.0,35.0,0.5428571428571428,137.0,0.0,7.0,66.0,23.0,12.0,123.0,2.0,366.0,1.0,23.0,30.0,0.7666666666666667,56.0,1.0,2.0,5.0,26.0,21.0,361.0,1.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.5428571428571428,0.7666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CIN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_CLE_PHI,2016-09-11,PHI,CLE,29.0,10.0,19.0,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.6428571428571429,0.3816793893129771,0.2611777535441658,0.6274614156466205,0.37253858435337944,0.25492283129324106,3.5,41.0,7.0,7.0,0.0,,outdoors,grass,85.0,14.0,,,,278.0,2.0,22.0,37.0,0.5945945945945946,132.0,1.0,2.0,24.0,32.0,20.0,254.0,2.0,190.0,0.0,12.0,26.0,0.46153846153846156,84.0,1.0,7.0,53.0,17.0,5.0,137.0,0.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.5945945945945946,0.46153846153846156,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PHI,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_DET_IND,2016-09-11,IND,DET,35.0,39.0,-4.0,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.5918367346938775,0.4329004329004329,0.15893630179344465,0.5775497887748944,0.4224502112251056,0.15509957754978876,2.5,51.5,7.0,7.0,0.0,,open,fieldturf,,,,,,385.0,4.0,31.0,47.0,0.6595744680851063,61.0,0.0,8.0,60.0,35.0,23.0,325.0,4.0,340.0,3.0,31.0,39.0,0.7948717948717948,109.0,2.0,10.0,120.0,27.0,21.0,220.0,1.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.6595744680851063,0.7948717948717948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DET,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_GB_JAX,2016-09-11,JAX,GB,23.0,27.0,-4.0,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.3831417624521073,0.6415770609318996,-0.2584352984797923,0.3738994089977084,0.6261005910022917,-0.25220118200458325,-3.5,47.0,7.0,7.0,0.0,,outdoors,grass,90.0,3.0,,,,320.0,1.0,24.0,39.0,0.6153846153846154,46.0,1.0,4.0,30.0,33.0,20.0,290.0,1.0,199.0,2.0,20.0,34.0,0.5882352941176471,68.0,0.0,2.0,23.0,30.0,18.0,176.0,2.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.6153846153846154,0.5882352941176471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GB,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_LA_SF,2016-09-12,SF,LAR,28.0,0.0,28.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.4672897196261682,0.5575221238938053,-0.09023240426763707,0.4559761116939714,0.5440238883060285,-0.08804777661205715,-2.5,44.0,7.0,7.0,0.0,,outdoors,grass,66.0,17.0,,,,170.0,1.0,22.0,35.0,0.6285714285714286,107.0,3.0,4.0,23.0,29.0,17.0,163.0,1.0,,,,,,,,,,,,,,2016-09-12,0,False,True,True,False,201601,1500.0,1500.0,0.0,0.6285714285714286,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_MIA_SEA,2016-09-11,SEA,MIA,12.0,10.0,2.0,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.8333333333333334,0.19120458891013384,0.6421287444231996,0.8133748055987559,0.18662519440124417,0.6267496111975117,10.5,43.5,7.0,7.0,0.0,,outdoors,fieldturf,61.0,2.0,,,,258.0,1.0,27.0,43.0,0.627906976744186,96.0,0.0,6.0,44.0,33.0,21.0,214.0,1.0,186.0,0.0,16.0,29.0,0.5517241379310345,47.0,0.0,4.0,91.0,20.0,12.0,95.0,0.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.627906976744186,0.5517241379310345,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,SEA,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2016,1,2016_01_MIN_TEN,2016-09-11,TEN,MIN,16.0,25.0,-9.0,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,0.46511627906976744,0.5594713656387665,-0.0943550865689991,0.453954604539546,0.5460453954604539,-0.09209079092090794,-2.5,40.0,7.0,7.0,0.0,,outdoors,grass,76.0,5.0,,,,271.0,2.0,25.0,41.0,0.6097560975609756,45.0,0.0,7.0,76.0,32.0,18.0,195.0,0.0,236.0,0.0,18.0,33.0,0.5454545454545454,58.0,0.0,2.0,9.0,28.0,16.0,227.0,0.0,2016-09-11,6,True,True,True,False,201601,1500.0,1500.0,0.0,0.6097560975609756,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,MIN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
