season,week,team,opponent,home,game_id,off_plays,off_yards,off_pass_att,off_rush_att,off_tds,off_int,off_fumbles_lost,off_penalties,off_qb_spike,off_qb_kneel,off_epa_sum,off_epa_mean,def_plays_allowed,def_yards_allowed,def_pass_att_allowed,def_rush_att_allowed,def_tds_allowed,def_int_made,def_fumbles_gained,def_penalties_committed,def_epa_allowed_sum,def_epa_allowed_mean,home_team,away_team,points_for,points_allowed,point_diff,win,off_ypp,off_pr,off_rr,off_td_rate,off_pen_ypp,def_ypp_allowed,def_pass_share,def_rush_share,def_td_rate_allowed,def_pen_ypp,turnovers,takeaways,to_margin,epa_margin,epa_play_margin,off_ypp_r3,off_pr_r3,off_td_rate_r3,off_epa_mean_r3,def_ypp_allowed_r3,def_td_rate_allowed_r3,def_epa_allowed_mean_r3,to_margin_r3,epa_play_margin_r3,league_off_pr,off_pr_over_lg,home_pass_interact,opp_def_ypp_allowed_r3,opp_def_td_rate_allowed_r3,opp_def_epa_allowed_mean_r3,opp_off_pr_r3,m_diff_ypp,m_diff_td,m_diff_epa,script_pass_edge
2014,12,ATL,CLE,1,2014_12_CLE_ATL,89,315.0,46.0,23.0,3.0,1.0,1.0,4.0,0.0,0.0,-1.9236062,-0.021859162,91,475.0,42.0,29.0,2.0,3.0,0.0,8.0,4.8795953,0.053621925,ATL,CLE,24.0,26.0,-2.0,0,3.539325842696629,0.5168539325842697,0.25842696629213485,0.033707865168539325,0.0449438202247191,5.21978021978022,0.46153846153846156,0.31868131868131866,0.02197802197802198,0.08791208791208792,2.0,3.0,1.0,-6.8032017,-0.07548109,3.864029692470838,0.4333250854247674,0.02508660303994344,0.06852168217301369,4.388159686755192,0.022909531534779388,-0.009984713047742844,1.3333333333333333,0.0785063939789931,0.4305758876109671,0.0862780449733026,0.5168539325842697,3.5378416761536777,0.014730741366819608,-0.14467934953669706,0.42119436620219936,0.3261880163171602,0.010355861673123832,0.21320103170971075,0.012130719222568032
2014,13,ATL,ARI,1,2014_13_ARI_ATL,98,500.0,42.0,34.0,3.0,1.0,0.0,5.0,0.0,2.0,-0.888492,-0.009159711,70,331.0,39.0,12.0,1.0,2.0,1.0,8.0,-12.278559,-0.17540798,ATL,ARI,29.0,18.0,11.0,1,5.1020408163265305,0.42857142857142855,0.3469387755102041,0.030612244897959183,0.05102040816326531,4.728571428571429,0.5571428571428572,0.17142857142857143,0.014285714285714285,0.11428571428571428,1.0,3.0,2.0,11.390067,0.16624826,3.7504716400363804,0.476720840730635,0.02298922476278988,0.03525820995370547,4.686138861138861,0.02274490215666686,-0.018234100192785263,1.6666666666666667,0.0534923089047273,0.4243595782685984,0.004211850302830167,0.42857142857142855,,,,,,,,
2014,14,ATL,GB,0,2014_14_ATL_GB,86,465.0,40.0,25.0,5.0,1.0,0.0,4.0,0.0,0.0,22.950546,0.2668668,88,502.0,37.0,30.0,5.0,0.0,0.0,4.0,26.479277,0.3043595,GB,ATL,37.0,43.0,-6.0,0,5.406976744186046,0.46511627906976744,0.29069767441860467,0.05813953488372093,0.046511627906976744,5.704545454545454,0.42045454545454547,0.3409090909090909,0.056818181818181816,0.045454545454545456,1.0,0.0,-1.0,-3.5287304,-0.037492692,4.134078741413517,0.48543164212436324,0.025063225094629937,-0.02246487916757663,4.849450549450549,0.01993104934281405,-0.07192857066790263,1.3333333333333333,0.049463690569003425,0.4341216834611731,0.030994595608594355,0.0,,,,,,,,
2014,15,ATL,PIT,1,2014_15_PIT_ATL,74,407.0,37.0,20.0,3.0,1.0,0.0,3.0,0.0,0.0,0.12221038,0.0016514916,75,398.0,36.0,22.0,2.0,0.0,0.0,3.0,10.819732,0.1462126,ATL,PIT,20.0,27.0,-7.0,0,5.5,0.5,0.2702702702702703,0.04054054054054054,0.04054054054054054,5.306666666666667,0.48,0.29333333333333333,0.02666666666666667,0.04,1.0,0.0,-1.0,-10.697521,-0.1445611,4.6827811344030685,0.4701805467418219,0.04081988165007314,0.07861597680797179,5.217632367632368,0.031027306027306027,0.060857815047105156,0.6666666666666666,0.017758160829544067,0.42575229739563836,0.07424770260436164,0.5,5.256623376623376,0.05836940836940837,0.09526002158721288,0.47179229571702685,-0.5738422422203078,-0.017549526719335226,-0.016644044779241085,-0.0016117489752049408
2014,16,ATL,NO,0,2014_16_ATL_NO,80,403.0,40.0,22.0,2.0,0.0,0.0,4.0,0.0,0.0,7.88974,0.09862175,86,328.0,52.0,18.0,3.0,2.0,2.0,5.0,-12.749201,-0.1499906,NO,ATL,30.0,14.0,16.0,1,5.0375,0.5,0.275,0.025,0.05,3.813953488372093,0.6046511627906976,0.20930232558139536,0.03488372093023256,0.05813953488372093,0.0,4.0,4.0,20.63894,0.24861234,5.336339186837525,0.46456256921373207,0.04309744010740688,0.08645286120008677,5.2465945165945165,0.03259018759018759,0.09172137081623077,0.0,-0.005268509189287822,0.41619148848187687,0.08380851151812313,0.0,,,,,,,,
2014,17,ATL,CAR,1,2014_17_CAR_ATL,90,288.0,53.0,16.0,2.0,2.0,1.0,8.0,0.0,0.0,-32.695644,-0.3673668,66,306.0,17.0,35.0,2.0,0.0,0.0,3.0,5.4643507,0.08279319,ATL,CAR,3.0,34.0,-31.0,0,3.2,0.5888888888888889,0.17777777777777778,0.022222222222222223,0.08888888888888889,4.636363636363637,0.25757575757575757,0.5303030303030303,0.030303030303030304,0.045454545454545456,3.0,0.0,-3.0,-38.159996,-0.45015997,5.3148255813953496,0.4883720930232558,0.041226691808087156,0.12238001439254731,4.9417218698614045,0.03945618980502701,0.10019382834434509,0.6666666666666666,0.022186184922854107,0.442309166428773,0.1465797224601159,0.5888888888888889,3.6973574238565026,0.018254082529405632,-0.12055299306909244,0.3867428273966425,1.617468157538847,0.022972609278681524,0.24293300746163976,0.10162926562661329
2015,1,ATL,PHI,1,2015_01_PHI_ATL,95,395.0,35.0,35.0,2.0,2.0,0.0,8.0,0.0,3.0,-6.2906833,-0.066922165,92,399.0,52.0,16.0,3.0,2.0,0.0,9.0,-6.2293773,-0.06771062,ATL,PHI,26.0,24.0,2.0,1,4.157894736842105,0.3684210526315789,0.3684210526315789,0.021052631578947368,0.08421052631578947,4.336956521739131,0.5652173913043478,0.17391304347826086,0.03260869565217391,0.09782608695652174,2.0,2.0,0.0,-0.061306,0.0007884577,,,,,,,,,,0.4435738056188817,-0.07515275298730278,0.3684210526315789,,,,,,,,
2015,2,ATL,NYG,0,2015_02_ATL_NYG,89,402.0,48.0,22.0,3.0,0.0,0.0,4.0,0.0,1.0,13.496471,0.153369,87,388.0,42.0,23.0,2.0,0.0,1.0,8.0,7.1908216,0.08265312,NYG,ATL,24.0,20.0,4.0,1,4.51685393258427,0.5393258426966292,0.24719101123595505,0.033707865168539325,0.0449438202247191,4.459770114942529,0.4827586206896552,0.26436781609195403,0.022988505747126436,0.09195402298850575,0.0,1.0,1.0,6.3056498,0.070715874,4.157894736842105,0.3684210526315789,0.021052631578947368,-0.06692216545343399,4.336956521739131,0.03260869565217391,-0.06771062314510345,0.0,0.0007884576916694641,0.41609945300146156,0.12322638969516764,0.0,5.011494252873563,0.04597701149425287,0.014710859395563602,0.46835443037974683,-0.8535995160314576,-0.024924379915305505,-0.08163302484899759,-0.0999333777481679
2015,3,ATL,DAL,0,2015_03_ATL_DAL,90,440.0,38.0,32.0,5.0,0.0,0.0,5.0,0.0,1.0,20.667164,0.23221533,69,347.0,28.0,21.0,4.0,1.0,0.0,6.0,6.060007,0.08782619,DAL,ATL,39.0,28.0,11.0,1,4.888888888888889,0.4222222222222222,0.35555555555555557,0.05555555555555555,0.05555555555555555,5.028985507246377,0.4057971014492754,0.30434782608695654,0.057971014492753624,0.08695652173913043,0.0,1.0,1.0,14.607157,0.14438914,4.3373743347131875,0.4538734476641041,0.027380248373743345,0.043223414570093155,4.39836331834083,0.027798600699650174,0.007471248507499695,0.5,0.03575216606259346,0.44646861433572593,-0.024246392113503712,0.0,3.2906395736175886,0.019487008660892736,-0.11345336958765984,0.44362068965517243,1.0467347610955988,0.007893239712850608,0.156676784157753,0.010252758008931662
2015,4,ATL,HOU,1,2015_04_HOU_ATL,92,378.0,29.0,36.0,5.0,0.0,0.0,12.0,0.0,1.0,7.641222,0.083969474,94,428.0,58.0,17.0,5.0,1.0,3.0,3.0,-18.910576,-0.20117635,ATL,HOU,48.0,21.0,27.0,1,4.108695652173913,0.31521739130434784,0.391304347826087,0.05434782608695652,0.13043478260869565,4.553191489361702,0.6170212765957447,0.18085106382978725,0.05319148936170213,0.031914893617021274,0.0,4.0,4.0,26.551798,0.28514582,4.521212519438421,0.4433230391834768,0.036772017434347416,0.10622071971495946,4.608570714642679,0.03785607196401799,0.03425622979799906,0.6666666666666666,0.0719644899169604,0.4212313766848277,-0.10601398538047985,0.31521739130434784,,,,,,,,
2015,5,ATL,WAS,1,2015_05_WAS_ATL,93,418.0,46.0,32.0,2.0,2.0,1.0,4.0,0.0,0.0,-6.5096536,-0.070757106,77,270.0,34.0,24.0,3.0,2.0,0.0,5.0,-12.565341,-0.16318625,ATL,WAS,25.0,19.0,6.0,1,4.494623655913978,0.4946236559139785,0.34408602150537637,0.021505376344086023,0.043010752688172046,3.5064935064935066,0.44155844155844154,0.3116883116883117,0.03896103896103896,0.06493506493506493,3.0,2.0,-1.0,6.0556874,0.092429146,4.504812824549024,0.42558848540773314,0.0478704156036838,0.15651793281237283,4.680649037183536,0.0447170032005274,-0.010232344269752502,2.0,0.16675027708212534,0.4741794442055545,0.020444211708423976,0.4946236559139785,3.8792565674918613,0.030040124157771214,-0.0042553503687183065,0.45100923135791837,0.6255562570571627,0.017830291445912583,0.16077328318109113,-0.02542074595018523
2015,6,ATL,NO,0,2015_06_ATL_NO,89,413.0,49.0,21.0,4.0,0.0,3.0,4.0,0.0,0.0,-8.517374,-0.09570083,91,385.0,40.0,32.0,3.0,0.0,0.0,6.0,0.5226178,0.0058068647,NO,ATL,21.0,31.0,-10.0,0,4.640449438202247,0.550561797752809,0.23595505617977527,0.0449438202247191,0.0449438202247191,4.230769230769231,0.43956043956043955,0.3516483516483517,0.03296703296703297,0.06593406593406594,3.0,0.0,-3.0,-9.039991,-0.10150769,4.497402732325593,0.4106877564801829,0.043802919328866034,0.08180923263231914,4.362890167700528,0.05004118093849824,-0.09217880169550578,1.3333333333333333,0.17398803432782492,0.4357515571042188,0.11481024064859019,0.0,,,,,,,,
2015,7,ATL,TEN,0,2015_07_ATL_TEN,86,378.0,38.0,31.0,1.0,2.0,0.0,6.0,0.0,2.0,-10.753067,-0.12650667,66,256.0,36.0,16.0,1.0,2.0,0.0,5.0,-15.422544,-0.2336749,TEN,ATL,10.0,7.0,3.0,1,4.395348837209302,0.4418604651162791,0.36046511627906974,0.011627906976744186,0.06976744186046512,3.878787878787879,0.5454545454545454,0.24242424242424243,0.015151515151515152,0.07575757575757576,2.0,2.0,0.0,4.6694765,0.10716823,4.4145895820967125,0.45346761499037846,0.04026567421858721,-0.027496154109636944,4.0968180755414805,0.04170652042992468,-0.11951857758685946,0.0,0.0920224239428838,0.40537267067445104,0.036487794441828036,0.0,,,,,,,,
2015,8,ATL,TB,1,2015_08_TB_ATL,95,496.0,46.0,27.0,2.0,1.0,3.0,11.0,0.0,0.0,-2.7491956,-0.02924676,87,290.0,31.0,32.0,2.0,0.0,0.0,8.0,3.3261092,0.03823114,ATL,TB,20.0,23.0,-3.0,0,5.221052631578948,0.4842105263157895,0.28421052631578947,0.021052631578947368,0.11578947368421053,3.3333333333333335,0.3563218390804598,0.367816091954023,0.022988505747126436,0.09195402298850575,4.0,0.0,-4.0,-6.075305,-0.0674779,4.510140643775176,0.4956819729276889,0.02602570118184977,-0.0976548691590627,3.872016872016872,0.029026529026529028,-0.13035142871861657,-1.3333333333333333,0.03269656002521515,0.4631571931947556,0.021053333121033857,0.4842105263157895,,,,,,,,
2015,9,ATL,SF,0,2015_09_ATL_SF,81,302.0,47.0,14.0,1.0,0.0,0.0,6.0,0.0,0.0,0.5452114,0.0067310045,84,318.0,26.0,38.0,2.0,2.0,0.0,5.0,0.2636745,0.0031768011,SF,ATL,16.0,17.0,-1.0,0,3.728395061728395,0.5802469135802469,0.1728395061728395,0.012345679012345678,0.07407407407407407,3.7857142857142856,0.30952380952380953,0.4523809523809524,0.023809523809523808,0.05952380952380952,0.0,2.0,2.0,0.28153688,0.0035542033,4.752283635663499,0.49221092972829256,0.025874786260136885,-0.0838180873543024,3.814296814296814,0.023702351288558188,-0.06321229863290985,-2.3333333333333335,-0.02060578763484955,0.4383442679519368,0.14190264562831012,0.0,,,,,,,,
2015,11,ATL,IND,1,2015_11_IND_ATL,91,375.0,47.0,24.0,4.0,3.0,1.0,6.0,0.0,0.0,-12.159361,-0.13510402,81,276.0,34.0,27.0,2.0,2.0,1.0,7.0,-6.381031,-0.07877816,ATL,IND,21.0,24.0,-3.0,0,4.1208791208791204,0.5164835164835165,0.26373626373626374,0.04395604395604396,0.06593406593406594,3.4074074074074074,0.41975308641975306,0.3333333333333333,0.024691358024691357,0.08641975308641975,4.0,3.0,-1.0,-5.77833,-0.056325853,4.448265510172215,0.5021059683374385,0.015008739189345746,-0.04967414246251186,3.665945165945166,0.020649848236055132,-0.06408898648805916,-0.6666666666666666,0.014414844646429023,0.44046111103413904,0.0760224054493775,0.5164835164835165,,,,,,,,
2015,12,ATL,MIN,1,2015_12_MIN_ATL,75,326.0,33.0,24.0,1.0,2.0,1.0,10.0,0.0,1.0,-5.620952,-0.07494603,83,365.0,28.0,39.0,2.0,1.0,0.0,5.0,8.607431,0.104968674,ATL,MIN,10.0,20.0,-10.0,0,4.346666666666667,0.44,0.32,0.013333333333333334,0.13333333333333333,4.397590361445783,0.3373493975903614,0.46987951807228917,0.024096385542168676,0.060240963855421686,3.0,1.0,-2.0,-14.228384,-0.17991471,4.356775604728821,0.5269803187931843,0.02578478484911233,-0.052539923849205174,3.5088183421516757,0.0238297958604472,-0.012456741106385985,-1.0,-0.040083182121937476,0.46790431447974995,-0.027904314479749948,0.44,3.7436993374334406,0.018519565227143247,0.007402261098225911,0.3878572101099412,0.61307626729538,0.007265219621969084,-0.05994218494743109,0.13912310868324312
2015,13,ATL,TB,0,2015_13_ATL_TB,83,319.0,48.0,18.0,1.0,1.0,0.0,3.0,0.0,0.0,0.9382632,0.011304376,85,388.0,29.0,37.0,3.0,1.0,1.0,12.0,2.552964,0.030392429,TB,ATL,19.0,23.0,-4.0,0,3.8433734939759034,0.5783132530120482,0.21686746987951808,0.012048192771084338,0.03614457831325301,4.564705882352941,0.3411764705882353,0.43529411764705883,0.03529411764705882,0.1411764705882353,1.0,2.0,1.0,-1.6147008,-0.019088052,4.065313616424727,0.5122434766879211,0.023211685433907656,-0.06777301399658124,3.863570684855825,0.024199089125461277,0.009789104340597987,-0.3333333333333333,-0.07756212082070608,0.41113960749915424,0.16717364551289393,0.0,,,,,,,,
2015,14,ATL,CAR,0,2015_14_ATL_CAR,79,230.0,46.0,16.0,0.0,2.0,2.0,6.0,0.0,1.0,-22.599073,-0.2860642,78,424.0,29.0,32.0,5.0,0.0,0.0,6.0,16.785868,0.21799828,CAR,ATL,0.0,38.0,-38.0,0,2.911392405063291,0.5822784810126582,0.20253164556962025,0.0,0.0759493670886076,5.435897435897436,0.3717948717948718,0.41025641025641024,0.0641025641025641,0.07692307692307693,4.0,0.0,-4.0,-39.38494,-0.5040625,4.10363976050723,0.5115989231651882,0.02311252335348721,-0.06624855690946181,4.123234550402044,0.02802728707130629,0.01886098024745782,-0.6666666666666666,-0.08510953933000565,0.4506446345454483,0.13163384646720994,0.0,3.2877363420631043,0.04021520299502257,-0.1513643575211366,0.36137376822661,0.8159034184441256,-0.01710267964153536,0.0851158006116748,0.1502251549385782
2015,15,ATL,JAX,0,2015_15_ATL_JAX,91,328.0,36.0,33.0,2.0,1.0,0.0,8.0,0.0,2.0,2.6801095,0.029778995,78,370.0,40.0,20.0,2.0,1.0,0.0,2.0,-6.582594,-0.08439223,JAX,ATL,23.0,17.0,6.0,1,3.6043956043956045,0.3956043956043956,0.3626373626373626,0.02197802197802198,0.08791208791208792,4.743589743589744,0.5128205128205128,0.2564102564102564,0.02564102564102564,0.02564102564102564,1.0,1.0,0.0,9.262703,0.11417122,3.7004775219019534,0.5335305780082354,0.008460508701472554,-0.11656862093756597,4.799397893232054,0.04116435576393054,0.11778646148741245,-1.6666666666666667,-0.23435507963101068,0.4455685579521103,-0.049964162347714725,0.0,4.028558195129239,0.03832212759599581,-0.07167557999491692,0.4921414265049517,-0.32808067322728585,-0.02986161889452326,-0.04489304094264905,0.04138915150328376
2015,16,ATL,CAR,1,2015_16_CAR_ATL,77,373.0,32.0,30.0,2.0,0.0,1.0,5.0,0.0,2.0,2.507279,0.03299051,66,268.0,32.0,20.0,1.0,0.0,1.0,2.0,-2.7647202,-0.0418897,ATL,CAR,20.0,13.0,7.0,1,4.8441558441558445,0.4155844155844156,0.38961038961038963,0.025974025974025976,0.06493506493506493,4.0606060606060606,0.48484848484848486,0.30303030303030304,0.015151515151515152,0.030303030303030304,1.0,1.0,0.0,5.2719994,0.07488021,3.453053834478266,0.5187320432097006,0.011342071583035436,-0.08166027907282114,4.914731020613374,0.04167923579688285,0.054666160916288696,-1.0,-0.13632643471161524,0.4444934620074919,-0.02890904642307629,0.4155844155844156,3.760879197066455,0.03380402225074882,-0.08421785198152065,0.4239316239316239,-0.3078253625881886,-0.022461950667713386,0.0025575729086995125,0.09480041927807664
2015,17,ATL,NO,1,2015_17_NO_ATL,80,414.0,37.0,26.0,2.0,1.0,1.0,5.0,0.0,0.0,4.901559,0.06204505,78,390.0,43.0,22.0,2.0,0.0,1.0,3.0,11.308945,0.14498647,ATL,NO,17.0,20.0,-3.0,0,5.175,0.4625,0.325,0.025,0.0625,5.0,0.5512820512820513,0.28205128205128205,0.02564102564102564,0.038461538461538464,2.0,1.0,-1.0,-6.407386,-0.08294141,3.786647951204913,0.4644890974004898,0.015984015984015984,-0.0744315671424071,4.746697746697747,0.03496503496503497,0.030572117616732914,-1.3333333333333333,-0.10500367979208629,0.4418746642273599,0.02062533577264014,0.4625,,,,,,,,
2016,1,ATL,TB,1,2016_01_TB_ATL,83,376.0,43.0,22.0,2.0,0.0,0.0,7.0,0.0,1.0,-1.6371243,-0.01972439,84,371.0,32.0,28.0,4.0,1.0,0.0,6.0,8.931517,0.10760863,ATL,TB,24.0,31.0,-7.0,0,4.530120481927711,0.5180722891566265,0.26506024096385544,0.024096385542168676,0.08433734939759036,4.416666666666667,0.38095238095238093,0.3333333333333333,0.047619047619047616,0.07142857142857142,0.0,1.0,1.0,-10.568641,-0.12733302,,,,,,,,,,0.45167649444708313,0.06639579470954338,0.5180722891566265,,,,,,,,
